Cog2000 log file Tue Jun 18 16:57:11 2013,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
gprim v1.30 Compiled:Jul  4 2011 (GLib DirectDraw v7 DX9.0 Compiled:Jul  4 2011),,,,,,,
Display:1024x768x32 59.99Hz,,,,,,,
Attaching C:\Documents and Settings\3T\My Documents\Cogent2000v1.30\Toolbox\CogInput.mex,,,,,,,
CogInput v1.05 Compiled: May 14 2010,,,,,,,
Attaching C:\Documents and Settings\3T\My Documents\Cogent2000v1.30\Toolbox\CogSerial.mex,,,,,,,
CogSerial v1.05 Compiled: May 14 2010,,,,,,,
3,[3],:,COGENT START,,,,
407571,[407568],:,Key,76.0,DOWN,at,407571.0
407578,[7],:,Debut_run 1 : run 1,,,,
418752,[11174],:,Byte,107.0,COM1,at,418752.0
418753,[1],:,Byte,176.0,COM1,at,418752.0
418755,[2],:,Byte,148.0,COM1,at,418752.0
418757,[2],:,Byte,226.0,COM1,at,418752.0
418759,[2],:,Byte,110.0,COM1,at,418752.0
418761,[2],:,Byte,6.0,COM1,at,418752.0
418763,[2],:,Byte,107.0,COM1,at,418752.0
418767,[4],:,Byte,160.0,COM1,at,418752.0
418768,[1],:,Byte,152.0,COM1,at,418752.0
418771,[3],:,Byte,226.0,COM1,at,418752.0
418775,[4],:,Byte,110.0,COM1,at,418752.0
418785,[10],:,Byte,6.0,COM1,at,418752.0
418791,[6],:,Synchro_IRM,,,,
418838,[47],:,image nostim.BMP 418837,,,,
420038,[1200],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_7.BMP 420037,,,,
420538,[500],:,image croix 420538,,,,
425005,[4467],:,trigger 421150,,,,
425005,[0],:,bouton_1 2811,,,,
425006,[1],:,trigger 423551,,,,
425040,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_1.BMP 425040,,,,
425540,[500],:,image croix 425540,,,,
429907,[4367],:,trigger 425951,,,,
429907,[0],:,bouton_1 1077,,,,
429907,[0],:,trigger 428350,,,,
429941,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_3.BMP 429941,,,,
430441,[500],:,image croix 430441,,,,
434808,[4367],:,trigger 430751,,,,
434808,[0],:,trigger 433150,,,,
434844,[36],:,image nostim.BMP 434844,,,,
435344,[500],:,image croix 435344,,,,
439611,[4267],:,trigger 435551,,,,
439611,[0],:,trigger 437951,,,,
439645,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_9.BMP 439645,,,,
440145,[500],:,image croix 440145,,,,
442913,[2768],:,trigger 440351,,,,
442913,[0],:,trigger 442751,,,,
442947,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_7.BMP 442947,,,,
443447,[500],:,image croix 443447,,,,
448614,[5167],:,trigger 445150,,,,
448614,[0],:,trigger 447551,,,,
448649,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_8.BMP 448649,,,,
449149,[500],:,image croix 449149,,,,
454316,[5167],:,trigger 449950,,,,
454316,[0],:,trigger 452351,,,,
454351,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_7.BMP 454351,,,,
454818,[467],:,trigger 454750,,,,
454851,[33],:,image croix 454851,,,,
458818,[3967],:,bouton_1 396,,,,
458818,[0],:,trigger 457150,,,,
458853,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_6.BMP 458853,,,,
459353,[500],:,image croix 459353,,,,
462020,[2667],:,trigger 459550,,,,
462020,[0],:,trigger 461950,,,,
462055,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_2.BMP 462055,,,,
462555,[500],:,image croix 462555,,,,
467122,[4567],:,trigger 464351,,,,
467122,[0],:,trigger 466751,,,,
467156,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_8.BMP 467156,,,,
467657,[501],:,image croix 467656,,,,
472623,[4966],:,trigger 469150,,,,
472623,[0],:,bouton_1 1494,,,,
472623,[0],:,trigger 471551,,,,
472626,[3],:,trigger 471551,,,,
472630,[4],:,trigger 471551,,,,
472659,[29],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_5.BMP 472659,,,,
473159,[500],:,image croix 473159,,,,
476726,[3567],:,trigger 473951,,,,
476726,[0],:,trigger 476351,,,,
476761,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.BMP 476761,,,,
477261,[500],:,image croix 477261,,,,
482728,[5467],:,trigger 478751,,,,
482728,[0],:,trigger 481150,,,,
482763,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_3.BMP 482763,,,,
483263,[500],:,image croix 483263,,,,
488030,[4767],:,trigger 483551,,,,
488030,[0],:,trigger 485950,,,,
488065,[35],:,image nostim.BMP 488064,,,,
488531,[466],:,trigger 488351,,,,
488565,[34],:,image croix 488565,,,,
490932,[2367],:,trigger 490750,,,,
490966,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_4.BMP 490966,,,,
491467,[501],:,image croix 491466,,,,
497333,[5866],:,trigger 493150,,,,
497333,[0],:,trigger 495550,,,,
497352,[19],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_2.BMP 497351,,,,
497852,[500],:,image croix 497852,,,,
501119,[3267],:,trigger 497950,,,,
501119,[0],:,trigger 500350,,,,
501153,[34],:,image nostim.BMP 501153,,,,
501653,[500],:,image croix 501653,,,,
506720,[5067],:,trigger 502750,,,,
506720,[0],:,trigger 505150,,,,
506739,[19],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_8.BMP 506739,,,,
507239,[500],:,image croix 507239,,,,
510806,[3567],:,trigger 507551,,,,
510806,[0],:,trigger 509951,,,,
510824,[18],:,image nostim.BMP 510824,,,,
511324,[500],:,image croix 511324,,,,
515791,[4467],:,trigger 512351,,,,
515791,[0],:,trigger 512351,,,,
515791,[0],:,trigger 514751,,,,
515826,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_8.BMP 515826,,,,
516326,[500],:,image croix 516326,,,,
520193,[3867],:,trigger 517150,,,,
520193,[0],:,trigger 519551,,,,
520227,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_6.BMP 520227,,,,
520727,[500],:,image croix 520727,,,,
525394,[4667],:,trigger 521950,,,,
525394,[0],:,trigger 524351,,,,
