Cog2000 log file Fri Jan 29 10:12:36 2016,,,,,,,
gprim v1.30 Compiled:Jul  4 2011 (GLib DirectDraw v7 DX9.0 Compiled:Jul  4 2011),,,,,,,
Display:1024x768x32 59.98Hz,,,,,,,
Attaching C:\Documents and Settings\3T\My Documents\Cogent2000v1.30\Toolbox\CogInput.mexw32,,,,,,,
CogInput v1.05 Compiled: May 14 2010,,,,,,,
Attaching C:\Documents and Settings\3T\My Documents\Cogent2000v1.30\Toolbox\CogSerial.mexw32,,,,,,,
CogSerial v1.05 Compiled: May 14 2010,,,,,,,
128,[128],:,COGENT START,,,,
424322,[424194],:,Key,76,DOWN,at,424322
424336,[14],:,Debut_run 1 : run 1,,,,
468261,[43925],:,Byte,107,COM1,at,468261
468262,[1],:,Byte,176,COM1,at,468261
468263,[1],:,Byte,176,COM1,at,468261
468263,[0],:,Byte,222,COM1,at,468261
468264,[1],:,Byte,24,COM1,at,468261
468265,[1],:,Byte,35,COM1,at,468261
468265,[0],:,Byte,107,COM1,at,468261
468266,[1],:,Byte,160,COM1,at,468261
468267,[1],:,Byte,180,COM1,at,468261
468267,[0],:,Byte,222,COM1,at,468261
468268,[1],:,Byte,24,COM1,at,468261
468268,[0],:,Byte,35,COM1,at,468261
468270,[2],:,Synchro_IRM,,,,
468399,[129],:,image nostim.BMP 468398,,,,
469199,[800],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_6.BMP 469199,,,,
469700,[501],:,image croix 469699,,,,
475066,[5366],:,trigger 470661,,,,
475067,[1],:,trigger 473060,,,,
475101,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_4.BMP 475101,,,,
475568,[467],:,trigger 475461,,,,
475601,[33],:,image croix 475601,,,,
480003,[4402],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_1.BMP 480003,,,,
480504,[501],:,image croix 480503,,,,
483370,[2866],:,trigger 482661,,,,
483404,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_6.BMP 483404,,,,
483905,[501],:,image croix 483904,,,,
487771,[3866],:,trigger 485060,,,,
487771,[0],:,trigger 487461,,,,
487806,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_2.BMP 487806,,,,
488306,[500],:,image croix 488306,,,,
492973,[4667],:,bouton_1 10,,,,
492974,[1],:,trigger 489861,,,,
492974,[0],:,trigger 492260,,,,
493008,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_8.BMP 493008,,,,
493508,[500],:,image croix 493508,,,,
497375,[3867],:,bouton_1 177,,,,
497375,[0],:,trigger 494661,,,,
497410,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_3.BMP 497410,,,,
497910,[500],:,image croix 497910,,,,
502777,[4867],:,bouton_1 18,,,,
502777,[0],:,trigger 501861,,,,
502812,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_4.BMP 502812,,,,
503312,[500],:,image croix 503312,,,,
508479,[5167],:,trigger 504260,,,,
508479,[0],:,trigger 506661,,,,
508514,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_6.BMP 508514,,,,
508981,[467],:,bouton_1 364,,,,
509014,[33],:,image croix 509014,,,,
512881,[3867],:,trigger 509060,,,,
512881,[0],:,trigger 511461,,,,
512917,[36],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_1.BMP 512916,,,,
513383,[466],:,bouton_1 431,,,,
513417,[34],:,image croix 513417,,,,
517984,[4567],:,trigger 513860,,,,
518018,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_4.BMP 518018,,,,
518518,[500],:,image croix 518518,,,,
