Cog2000 log file Tue Jun 25 15:42:33 2013,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
gprim v1.30 Compiled:Jul  4 2011 (GLib DirectDraw v7 DX9.0 Compiled:Jul  4 2011),,,,,,,
Display:1024x768x32 59.99Hz,,,,,,,
Attaching C:\Documents and Settings\3T\My Documents\Cogent2000v1.30\Toolbox\CogInput.mex,,,,,,,
CogInput v1.05 Compiled: May 14 2010,,,,,,,
Attaching C:\Documents and Settings\3T\My Documents\Cogent2000v1.30\Toolbox\CogSerial.mex,,,,,,,
CogSerial v1.05 Compiled: May 14 2010,,,,,,,
83,[83],:,COGENT START,,,,
9666,[9583],:,Key,1.0,DOWN,at,9645.0
9697,[31],:,COGENT STOP,,,,
Cog2000 log file Tue Jun 25 15:55:42 2013,,,,,,,
gprim v1.30 Compiled:Jul  4 2011 (GLib DirectDraw v7 DX9.0 Compiled:Jul  4 2011),,,,,,,
Display:1024x768x32 59.95Hz,,,,,,,
CogInput v1.05 Compiled: May 14 2010,,,,,,,
CogSerial v1.05 Compiled: May 14 2010,,,,,,,
0,[0],:,COGENT START,,,,
1113626,[1113626],:,Key,76.0,DOWN,at,1113626.0
1113626,[0],:,Debut_run 1 : run 1,,,,
1127801,[14175],:,Byte,107.0,COM1,at,1127800.0
1127801,[0],:,Byte,176.0,COM1,at,1127800.0
1127801,[0],:,Byte,100.0,COM1,at,1127800.0
1127804,[3],:,Byte,100.0,COM1,at,1127800.0
1127806,[2],:,Byte,66.0,COM1,at,1127800.0
1127809,[3],:,Byte,42.0,COM1,at,1127800.0
1127812,[3],:,Byte,107.0,COM1,at,1127800.0
1127818,[6],:,Byte,160.0,COM1,at,1127800.0
1127821,[3],:,Byte,104.0,COM1,at,1127800.0
1127823,[2],:,Byte,100.0,COM1,at,1127800.0
1127825,[2],:,Byte,66.0,COM1,at,1127800.0
1127828,[3],:,Byte,42.0,COM1,at,1127800.0
1127830,[2],:,Synchro_IRM,,,,
1127921,[91],:,image nostim.BMP 1127921,,,,
1129689,[1768],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_7.BMP 1129689,,,,
1130189,[500],:,image croix 1130189,,,,
1132756,[2567],:,trigger 1130201,,,,
1132756,[0],:,trigger 1132601,,,,
1132791,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_9.BMP 1132791,,,,
1133291,[500],:,image croix 1133291,,,,
1138358,[5067],:,trigger 1135001,,,,
1138358,[0],:,trigger 1137400,,,,
1138392,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_1.BMP 1138392,,,,
1138893,[501],:,image croix 1138892,,,,
1144359,[5466],:,trigger 1139800,,,,
1144359,[0],:,bouton_1 908,,,,
1144360,[1],:,trigger 1142201,,,,
1144395,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_4.BMP 1144395,,,,
1144862,[467],:,trigger 1144601,,,,
1144895,[33],:,image croix 1144895,,,,
1148762,[3867],:,trigger 1147001,,,,
1148796,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_6.BMP 1148796,,,,
1149296,[500],:,image croix 1149296,,,,
1153263,[3967],:,trigger 1149401,,,,
1153263,[0],:,bouton_1 165,,,,
1153263,[0],:,trigger 1151801,,,,
1153298,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_1.BMP 1153298,,,,
1153798,[500],:,image croix 1153798,,,,
1158365,[4567],:,trigger 1154202,,,,
1158365,[0],:,bouton_1 865,,,,
1158366,[1],:,trigger 1156601,,,,
1158401,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.BMP 1158401,,,,
1158901,[500],:,image croix 1158901,,,,
1162968,[4067],:,trigger 1159001,,,,
1162968,[0],:,trigger 1161401,,,,
1163002,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_1.BMP 1163002,,,,
1163502,[500],:,image croix 1163502,,,,
1167669,[4167],:,trigger 1163801,,,,
1167669,[0],:,trigger 1166201,,,,
1167705,[36],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_6.BMP 1167705,,,,
1168205,[500],:,image croix 1168205,,,,
1172272,[4067],:,trigger 1168601,,,,
1172272,[0],:,trigger 1171001,,,,
1172306,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.BMP 1172306,,,,
1172806,[500],:,image croix 1172806,,,,
1176674,[3868],:,trigger 1173401,,,,
1176674,[0],:,trigger 1175801,,,,
1176708,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_9.BMP 1176708,,,,
1177209,[501],:,image croix 1177209,,,,
1180976,[3767],:,trigger 1178201,,,,
1180976,[0],:,trigger 1180600,,,,
1180977,[1],:,bouton_2 3391,,,,
1181009,[32],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_8.BMP 1181009,,,,
1181510,[501],:,image croix 1181510,,,,
1186977,[5467],:,trigger 1183001,,,,
1186977,[0],:,trigger 1185401,,,,
1187012,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_4.BMP 1187012,,,,
1187512,[500],:,image croix 1187512,,,,
1191979,[4467],:,trigger 1187800,,,,
1191979,[0],:,trigger 1190201,,,,
1192014,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_2.BMP 1192014,,,,
1192514,[500],:,image croix 1192514,,,,
1196381,[3867],:,trigger 1192600,,,,
1196381,[0],:,trigger 1194996,,,,
1196416,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_7.BMP 1196416,,,,
1196917,[501],:,image croix 1196916,,,,
1201083,[4166],:,trigger 1197401,,,,
1201083,[0],:,trigger 1199801,,,,
1201101,[18],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_8.BMP 1201101,,,,
1201601,[500],:,image croix 1201601,,,,
1205568,[3967],:,trigger 1202201,,,,
1205568,[0],:,trigger 1204600,,,,
1205603,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_8.BMP 1205603,,,,
1206103,[500],:,image croix 1206103,,,,
1210470,[4367],:,trigger 1207001,,,,
1210470,[0],:,trigger 1209401,,,,
1210505,[35],:,image nostim.BMP 1210504,,,,
1211005,[500],:,image croix 1211005,,,,
1215472,[4467],:,trigger 1211800,,,,
1215472,[0],:,trigger 1214201,,,,
