Cog2000 log file Tue Jun 18 10:13:09 2013,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
847667,[0],:,trigger 847302,,,,
847702,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_5.BMP 847702,,,,
848202,[500],:,image croix 848202,,,,
853469,[5267],:,trigger 849702,,,,
853469,[0],:,trigger 852102,,,,
853504,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_7.BMP 853504,,,,
854004,[500],:,image croix 854004,,,,
857271,[3267],:,trigger 854502,,,,
857271,[0],:,trigger 856902,,,,
857305,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_6.BMP 857305,,,,
857805,[500],:,image croix 857805,,,,
862972,[5167],:,trigger 859301,,,,
862972,[0],:,trigger 861702,,,,
862991,[19],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_6.BMP 862991,,,,
863491,[500],:,image croix 863491,,,,
867358,[3867],:,trigger 864101,,,,
867358,[0],:,trigger 864101,,,,
867358,[0],:,trigger 866502,,,,
867393,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_7.BMP 867392,,,,
867893,[500],:,image croix 867893,,,,
872760,[4867],:,bouton_1 170,,,,
872760,[0],:,trigger 868902,,,,
872760,[0],:,trigger 871302,,,,
872795,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_6.BMP 872795,,,,
873296,[501],:,image croix 873295,,,,
877162,[3866],:,trigger 873703,,,,
877162,[0],:,trigger 876102,,,,
877197,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_3.BMP 877197,,,,
877697,[500],:,image croix 877697,,,,
881664,[3967],:,trigger 878503,,,,
881664,[0],:,trigger 880902,,,,
881699,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_8.BMP 881699,,,,
882199,[500],:,image croix 882199,,,,
885966,[3767],:,trigger 883302,,,,
885966,[0],:,trigger 885702,,,,
886001,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_5.BMP 886001,,,,
886501,[500],:,image croix 886501,,,,
891668,[5167],:,trigger 888102,,,,
891668,[0],:,trigger 890501,,,,
891703,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_6.BMP 891703,,,,
892203,[500],:,image croix 892203,,,,
896570,[4367],:,trigger 892902,,,,
896570,[0],:,trigger 895301,,,,
896604,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_8.BMP 896604,,,,
897105,[501],:,image croix 897105,,,,
900972,[3867],:,trigger 897702,,,,
900972,[0],:,trigger 900101,,,,
901007,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_9.BMP 901007,,,,
901507,[500],:,image croix 901507,,,,
907074,[5567],:,trigger 902502,,,,
907074,[0],:,trigger 904901,,,,
907109,[35],:,image nostim.BMP 907109,,,,
907576,[467],:,trigger 907302,,,,
907609,[33],:,image croix 907609,,,,
911776,[4167],:,trigger 909702,,,,
911810,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_2.BMP 911810,,,,
912277,[467],:,trigger 912102,,,,
912311,[34],:,image croix 912311,,,,
915178,[2867],:,trigger 914497,,,,
915178,[0],:,bouton_2 2192,,,,
915212,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_1.BMP 915212,,,,
915713,[501],:,image croix 915713,,,,
920580,[4867],:,trigger 916902,,,,
920580,[0],:,trigger 919301,,,,
920614,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_4.BMP 920614,,,,
921114,[500],:,image croix 921114,,,,
924881,[3767],:,trigger 921702,,,,
924881,[0],:,trigger 924102,,,,
924899,[18],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_6.BMP 924899,,,,
925399,[500],:,image croix 925399,,,,
929266,[3867],:,trigger 926501,,,,
929266,[0],:,trigger 928902,,,,
929301,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_8.BMP 929300,,,,
929801,[500],:,image croix 929801,,,,
935168,[5367],:,trigger 931301,,,,
935168,[0],:,trigger 933702,,,,
935186,[18],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_7.BMP 935186,,,,
935687,[501],:,image croix 935687,,,,
939054,[3367],:,trigger 936101,,,,
939054,[0],:,trigger 938502,,,,
939089,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_1.BMP 939089,,,,
939589,[500],:,image croix 939589,,,,
943856,[4267],:,trigger 940902,,,,
943856,[0],:,trigger 943301,,,,
943890,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_6.BMP 943890,,,,
944390,[500],:,image croix 944390,,,,
948257,[3867],:,trigger 945703,,,,
948257,[0],:,trigger 948102,,,,
948275,[18],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.BMP 948275,,,,
948775,[500],:,image croix 948775,,,,
954142,[5367],:,bouton_1 154,,,,
954142,[0],:,trigger 950502,,,,
954142,[0],:,trigger 952902,,,,
954177,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_3.BMP 954177,,,,
954677,[500],:,image croix 954677,,,,
958244,[3567],:,trigger 955302,,,,
958244,[0],:,trigger 957702,,,,
958262,[18],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_8.BMP 958262,,,,
958762,[500],:,image croix 958762,,,,
963629,[4867],:,bouton_1 522,,,,
963629,[0],:,trigger 960101,,,,
963629,[0],:,trigger 962502,,,,
963665,[36],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_5.BMP 963665,,,,
964165,[500],:,image croix 964165,,,,
969032,[4867],:,trigger 964901,,,,
969032,[0],:,trigger 967301,,,,
969067,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_1.BMP 969067,,,,
969567,[500],:,image croix 969567,,,,
972934,[3367],:,trigger 969702,,,,
972934,[0],:,trigger 972101,,,,
972968,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_9.BMP 972968,,,,
973468,[500],:,image croix 973468,,,,
978735,[5267],:,trigger 974502,,,,
978735,[0],:,trigger 976901,,,,
978771,[36],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_7.BMP 978771,,,,
979271,[500],:,image croix 979271,,,,
983038,[3767],:,trigger 979301,,,,
983038,[0],:,trigger 981701,,,,
983073,[35],:,image nostim.BMP 983073,,,,
983573,[500],:,image croix 983573,,,,
987740,[4167],:,trigger 984102,,,,
987740,[0],:,trigger 986502,,,,
987774,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_5.BMP 987774,,,,
988275,[501],:,image croix 988275,,,,
992442,[4167],:,trigger 988902,,,,
992442,[0],:,trigger 991302,,,,
992476,[34],:,image nostim.BMP 992476,,,,
992976,[500],:,image croix 992976,,,,
998143,[5167],:,trigger 993701,,,,
998143,[0],:,trigger 996102,,,,
998162,[19],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_9.BMP 998162,,,,
998629,[467],:,trigger 998502,,,,
998662,[33],:,image croix 998662,,,,
1002829,[4167],:,trigger 1000902,,,,
1002864,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_1.BMP 1002864,,,,
1003331,[467],:,trigger 1003301,,,,
1003364,[33],:,image croix 1003364,,,,
1007532,[4168],:,trigger 1005702,,,,
1007566,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_3.BMP 1007566,,,,
1008066,[500],:,image croix 1008066,,,,
1011333,[3267],:,trigger 1008101,,,,
1011333,[0],:,trigger 1010502,,,,
1011367,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_8.BMP 1011367,,,,
1011868,[501],:,image croix 1011868,,,,
1015635,[3767],:,bouton_1 235,,,,
1015635,[0],:,trigger 1012901,,,,
1015635,[0],:,trigger 1015301,,,,
1015669,[34],:,image nostim.BMP 1015669,,,,
1016170,[501],:,image croix 1016170,,,,
1021837,[5667],:,trigger 1017701,,,,
1021837,[0],:,trigger 1020101,,,,
1021872,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_9.BMP 1021872,,,,
1022372,[500],:,image croix 1022372,,,,
1025939,[3567],:,trigger 1022503,,,,
1025939,[0],:,bouton_1 674,,,,
1025939,[0],:,trigger 1024902,,,,
1025973,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_8.BMP 1025973,,,,
1026473,[500],:,image croix 1026473,,,,
1031040,[4567],:,bouton_1 728,,,,
1031040,[0],:,trigger 1027301,,,,
1031040,[0],:,trigger 1029703,,,,
1031075,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_5.BMP 1031075,,,,
1031576,[501],:,image croix 1031575,,,,
1036142,[4566],:,trigger 1032102,,,,
1036142,[0],:,trigger 1034502,,,,
1036176,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_9.BMP 1036176,,,,
1036676,[500],:,image croix 1036676,,,,
1039643,[2967],:,bouton_1 182,,,,
1039643,[0],:,trigger 1036902,,,,
1039643,[0],:,trigger 1039300,,,,
1039678,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_4.BMP 1039678,,,,
1040178,[500],:,image croix 1040178,,,,
1045645,[5467],:,trigger 1041702,,,,
1045645,[0],:,trigger 1044102,,,,
1045665,[20],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_4.BMP 1045665,,,,
1046165,[500],:,image croix 1046165,,,,
1049232,[3067],:,trigger 1046502,,,,
1049232,[0],:,bouton_1 337,,,,
1049232,[0],:,trigger 1048902,,,,
1049266,[34],:,image nostim.BMP 1049265,,,,
1049766,[500],:,image croix 1049766,,,,
1054633,[4867],:,trigger 1051301,,,,
1054633,[0],:,trigger 1053702,,,,
1054668,[35],:,image nostim.BMP 1054668,,,,
1055169,[501],:,image croix 1055169,,,,
1059436,[4267],:,trigger 1056101,,,,
1059436,[0],:,trigger 1058502,,,,
1059470,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_5.BMP 1059469,,,,
1059970,[500],:,image croix 1059970,,,,
1064537,[4567],:,trigger 1060902,,,,
1064537,[0],:,trigger 1063301,,,,
1064555,[18],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_4.BMP 1064555,,,,
1065055,[500],:,image croix 1065055,,,,
1068422,[3367],:,trigger 1065703,,,,
1068422,[0],:,trigger 1068101,,,,
1068440,[18],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_1.BMP 1068440,,,,
1068940,[500],:,image croix 1068940,,,,
1074707,[5767],:,trigger 1070502,,,,
1074707,[0],:,trigger 1072902,,,,
1074726,[19],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_5.BMP 1074726,,,,
1075226,[500],:,image croix 1075226,,,,
1079293,[4067],:,trigger 1075301,,,,
1079293,[0],:,trigger 1077702,,,,
1079311,[18],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_4.BMP 1079311,,,,
1079811,[500],:,image croix 1079811,,,,
1084378,[4567],:,trigger 1080101,,,,
1084378,[0],:,trigger 1082502,,,,
1084414,[36],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_7.BMP 1084413,,,,
1084914,[500],:,image croix 1084914,,,,
1088881,[3967],:,trigger 1084902,,,,
1088881,[0],:,bouton_1 194,,,,
1088881,[0],:,trigger 1087301,,,,
1088915,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_8.BMP 1088915,,,,
1089416,[501],:,image croix 1089416,,,,
1092483,[3067],:,trigger 1089701,,,,
1092483,[0],:,bouton_1 1305,,,,
1092483,[0],:,trigger 1092102,,,,
1092516,[33],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_5.BMP 1092516,,,,
1093016,[500],:,image croix 1093016,,,,
1097283,[4267],:,trigger 1094501,,,,
1097283,[0],:,trigger 1096902,,,,
1097301,[18],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_7.BMP 1097301,,,,
1097802,[501],:,image croix 1097802,,,,
1102269,[4467],:,trigger 1099301,,,,
1102269,[0],:,trigger 1101702,,,,
1102303,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_5.BMP 1102303,,,,
1102804,[501],:,image croix 1102804,,,,
1107771,[4967],:,trigger 1104102,,,,
1107771,[0],:,trigger 1106502,,,,
1107806,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_2.BMP 1107806,,,,
1108306,[500],:,image croix 1108306,,,,
1112873,[4567],:,trigger 1108902,,,,
1112873,[0],:,trigger 1111301,,,,
1112892,[19],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_1.BMP 1112892,,,,
1113391,[499],:,image croix 1113391,,,,
1116958,[3567],:,trigger 1113702,,,,
1116958,[0],:,bouton_2 311,,,,
1116958,[0],:,trigger 1116101,,,,
1116993,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_2.BMP 1116993,,,,
1117493,[500],:,image croix 1117493,,,,
1121060,[3567],:,trigger 1118502,,,,
1121060,[0],:,trigger 1120901,,,,
1121094,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_9.BMP 1121094,,,,
1121594,[500],:,image croix 1121594,,,,
1126461,[4867],:,trigger 1123301,,,,
1126461,[0],:,trigger 1125701,,,,
1126480,[19],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_2.BMP 1126480,,,,
1126980,[500],:,image croix 1126980,,,,
1131347,[4367],:,trigger 1128101,,,,
1131347,[0],:,trigger 1130501,,,,
1131383,[36],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_2.BMP 1131383,,,,
1131883,[500],:,image croix 1131883,,,,
1135350,[3467],:,trigger 1132901,,,,
1135350,[0],:,trigger 1135301,,,,
1135351,[1],:,Fin_run 1 : run 1,,,,
1135384,[33],:,Key,76.0,UP,at,644726.0
1232972,[97588],:,Key,77.0,DOWN,at,1232972.0
1232973,[1],:,Debut_run 2 : run 2,,,,
1245332,[12359],:,Byte,107.0,COM1,at,1245331.0
1245332,[0],:,Byte,176.0,COM1,at,1245331.0
1245332,[0],:,Byte,213.0,COM1,at,1245331.0
1245335,[3],:,Byte,35.0,COM1,at,1245331.0
1245338,[3],:,Byte,10.0,COM1,at,1245331.0
1245341,[3],:,Byte,5.0,COM1,at,1245331.0
1245342,[1],:,Byte,107.0,COM1,at,1245331.0
1245345,[3],:,Byte,160.0,COM1,at,1245331.0
1245347,[2],:,Byte,218.0,COM1,at,1245331.0
1245350,[3],:,Byte,35.0,COM1,at,1245331.0
1245352,[2],:,Byte,10.0,COM1,at,1245331.0
1245355,[3],:,Byte,5.0,COM1,at,1245331.0
1245358,[3],:,Synchro_IRM,,,,
1245395,[37],:,image nostim.BMP 1245394,,,,
1245995,[600],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_6.BMP 1245995,,,,
1246495,[500],:,image croix 1246495,,,,
1251962,[5467],:,trigger 1247730,,,,
1251962,[0],:,trigger 1250132,,,,
1251981,[19],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_3.BMP 1251980,,,,
1252481,[500],:,image croix 1252481,,,,
1255748,[3267],:,trigger 1252530,,,,
1255748,[0],:,trigger 1254931,,,,
1255782,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_8.BMP 1255782,,,,
1256282,[500],:,image croix 1256282,,,,
1261549,[5267],:,trigger 1257331,,,,
1261549,[0],:,trigger 1259731,,,,
1261568,[19],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_3.BMP 1261568,,,,
1262068,[500],:,image croix 1262068,,,,
1265135,[3067],:,trigger 1262131,,,,
1265135,[0],:,trigger 1264531,,,,
1265170,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_6.BMP 1265170,,,,
1265670,[500],:,image croix 1265670,,,,
1270537,[4867],:,trigger 1266931,,,,
1270537,[0],:,trigger 1269330,,,,
1270571,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_6.BMP 1270571,,,,
1271072,[501],:,image croix 1271072,,,,
1274639,[3567],:,trigger 1271726,,,,
1274639,[0],:,trigger 1274131,,,,
1274640,[1],:,bouton_1 3059,,,,
