Cog2000 log file Tue Jun 11 17:57:54 2013,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
967240,[0],:,trigger 965829,,,,
967275,[35],:,image nostim.BMP 967275,,,,
967775,[500],:,image croix 967775,,,,
970642,[2867],:,trigger 968230,,,,
970642,[0],:,trigger 970629,,,,
970676,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_6.BMP 970676,,,,
971176,[500],:,image croix 971176,,,,
975543,[4367],:,trigger 973030,,,,
975543,[0],:,trigger 975430,,,,
975578,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_2.BMP 975578,,,,
976078,[500],:,image croix 976078,,,,
981045,[4967],:,trigger 977830,,,,
981045,[0],:,trigger 980231,,,,
981064,[19],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_3.BMP 981064,,,,
981564,[500],:,image croix 981564,,,,
986132,[4568],:,trigger 982630,,,,
986132,[0],:,trigger 985031,,,,
986165,[33],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_4.BMP 986165,,,,
986666,[501],:,image croix 986666,,,,
990133,[3467],:,trigger 987430,,,,
990133,[0],:,trigger 989829,,,,
990184,[51],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_9.BMP 990184,,,,
990684,[500],:,image croix 990684,,,,
995151,[4467],:,bouton_1 515,,,,
995151,[0],:,trigger 992230,,,,
995151,[0],:,trigger 994630,,,,
995186,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_9.BMP 995186,,,,
995686,[500],:,image croix 995686,,,,
1000653,[4967],:,bouton_1 618,,,,
1000653,[0],:,trigger 997031,,,,
1000653,[0],:,trigger 999430,,,,
1000689,[36],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_4.BMP 1000688,,,,
1001189,[500],:,image croix 1001189,,,,
1006056,[4867],:,trigger 1001829,,,,
1006056,[0],:,bouton_1 1887,,,,
1006056,[0],:,trigger 1004230,,,,
1006090,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_1.BMP 1006090,,,,
1006591,[501],:,image croix 1006590,,,,
1010857,[4266],:,trigger 1006630,,,,
1010857,[0],:,bouton_1 429,,,,
1010857,[0],:,trigger 1009030,,,,
1010893,[36],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_2.BMP 1010892,,,,
1011393,[500],:,image croix 1011393,,,,
1014660,[3267],:,trigger 1011430,,,,
1014660,[0],:,trigger 1013830,,,,
1014694,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_8.BMP 1014694,,,,
1015195,[501],:,image croix 1015194,,,,
1019661,[4466],:,trigger 1016231,,,,
1019661,[0],:,trigger 1018630,,,,
1019696,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_5.BMP 1019696,,,,
1020197,[501],:,image croix 1020196,,,,
1023863,[3666],:,trigger 1021030,,,,
1023864,[1],:,trigger 1023430,,,,
1023898,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_9.BMP 1023898,,,,
1024397,[499],:,image croix 1024397,,,,
1029464,[5067],:,trigger 1025829,,,,
1029464,[0],:,trigger 1028230,,,,
1029483,[19],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_2.BMP 1029483,,,,
1029983,[500],:,image croix 1029983,,,,
1033150,[3167],:,bouton_1 356,,,,
1033150,[0],:,trigger 1030630,,,,
1033150,[0],:,trigger 1033030,,,,
1033185,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_3.BMP 1033185,,,,
1033685,[500],:,image croix 1033685,,,,
1039252,[5567],:,bouton_1 382,,,,
1039252,[0],:,trigger 1035429,,,,
1039252,[0],:,trigger 1037829,,,,
1039287,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_2.BMP 1039287,,,,
1039787,[500],:,image croix 1039787,,,,
1043154,[3367],:,trigger 1040230,,,,
1043154,[0],:,bouton_1 607,,,,
1043154,[0],:,trigger 1042630,,,,
1043189,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_5.BMP 1043189,,,,
1043689,[500],:,image croix 1043689,,,,
1048656,[4967],:,trigger 1045030,,,,
1048656,[0],:,trigger 1047430,,,,
1048674,[18],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_8.BMP 1048674,,,,
1049174,[500],:,image croix 1049174,,,,
1052241,[3067],:,bouton_1 430,,,,
1052241,[0],:,trigger 1049829,,,,
1052241,[0],:,trigger 1052231,,,,
1052276,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_2.BMP 1052276,,,,
1052776,[500],:,image croix 1052776,,,,
1057943,[5167],:,bouton_1 429,,,,
1057943,[0],:,trigger 1054630,,,,
1057943,[0],:,trigger 1057031,,,,
1057978,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_3.BMP 1057978,,,,
1058478,[500],:,image croix 1058478,,,,
1063045,[4567],:,trigger 1059430,,,,
1063045,[0],:,trigger 1061831,,,,
1063080,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_7.BMP 1063080,,,,
1063580,[500],:,image croix 1063580,,,,
1066647,[3067],:,trigger 1064230,,,,
1066647,[0],:,trigger 1066630,,,,
1066682,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_8.BMP 1066682,,,,
1067182,[500],:,image croix 1067182,,,,
1071349,[4167],:,trigger 1069030,,,,
1071383,[34],:,image nostim.BMP 1071383,,,,
1071850,[467],:,trigger 1071430,,,,
1071883,[33],:,image croix 1071883,,,,
1076650,[4767],:,trigger 1073829,,,,
1076650,[0],:,trigger 1076230,,,,
1076669,[19],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_7.BMP 1076669,,,,
1077169,[500],:,image croix 1077169,,,,
1081636,[4467],:,trigger 1078630,,,,
1081636,[0],:,trigger 1081030,,,,
1081671,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_7.BMP 1081671,,,,
1082171,[500],:,image croix 1082171,,,,
1087438,[5267],:,trigger 1083430,,,,
1087438,[0],:,trigger 1085829,,,,
1087456,[18],:,image nostim.BMP 1087456,,,,
1087956,[500],:,image croix 1087956,,,,
1091223,[3267],:,trigger 1088230,,,,
1091223,[0],:,trigger 1090630,,,,
1091258,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.BMP 1091258,,,,
1091758,[500],:,image croix 1091758,,,,
1095625,[3867],:,trigger 1093031,,,,
1095625,[0],:,trigger 1095430,,,,
1095659,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_5.BMP 1095659,,,,
1096160,[501],:,image croix 1096160,,,,
1100527,[4367],:,bouton_1 813,,,,
1100527,[0],:,trigger 1097830,,,,
1100527,[0],:,trigger 1100230,,,,
1100562,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_6.BMP 1100562,,,,
1101062,[500],:,image croix 1101062,,,,
1106229,[5167],:,bouton_1 683,,,,
1106229,[0],:,trigger 1102630,,,,
1106229,[0],:,trigger 1105030,,,,
1106264,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_5.BMP 1106264,,,,
1106764,[500],:,image croix 1106764,,,,
1110931,[4167],:,trigger 1107430,,,,
1110931,[0],:,trigger 1109829,,,,
1110966,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_4.BMP 1110966,,,,
1111466,[500],:,image croix 1111466,,,,
1115733,[4267],:,trigger 1112231,,,,
1115733,[0],:,trigger 1114629,,,,
1115751,[18],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_5.BMP 1115751,,,,
1116251,[500],:,image croix 1116251,,,,
1120918,[4667],:,bouton_1 462,,,,
1120918,[0],:,trigger 1117031,,,,
1120918,[0],:,trigger 1119430,,,,
1120953,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_2.BMP 1120953,,,,
1121453,[500],:,image croix 1121453,,,,
1125120,[3667],:,trigger 1121830,,,,
1125120,[0],:,bouton_1 523,,,,
1125120,[0],:,trigger 1124230,,,,
1125123,[3],:,bouton_2 2777,,,,
1125155,[32],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_8.BMP 1125155,,,,
1125656,[501],:,image croix 1125656,,,,
1130023,[4367],:,trigger 1126630,,,,
1130023,[0],:,trigger 1129031,,,,
1130057,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_9.BMP 1130057,,,,
1130557,[500],:,image croix 1130557,,,,
1134524,[3967],:,trigger 1131430,,,,
1134524,[0],:,trigger 1133829,,,,
1134542,[18],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.BMP 1134542,,,,
1135042,[500],:,image croix 1135042,,,,
1139909,[4867],:,trigger 1136230,,,,
1139909,[0],:,trigger 1138629,,,,
1139928,[19],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_4.BMP 1139928,,,,
1140428,[500],:,image croix 1140428,,,,
1143495,[3067],:,trigger 1141030,,,,
1143495,[0],:,trigger 1143431,,,,
1143530,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_2.BMP 1143529,,,,
1144030,[500],:,image croix 1144030,,,,
1149197,[5167],:,trigger 1145829,,,,
1149197,[0],:,trigger 1148225,,,,
1149232,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_1.BMP 1149232,,,,
1149732,[500],:,image croix 1149732,,,,
1152899,[3167],:,bouton_1 403,,,,
1152899,[0],:,trigger 1150629,,,,
1152933,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_6.BMP 1152933,,,,
1153400,[467],:,trigger 1153030,,,,
1153433,[33],:,image croix 1153433,,,,
1159700,[6267],:,trigger 1155430,,,,
1159700,[0],:,trigger 1157830,,,,
1159719,[19],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_2.BMP 1159719,,,,
1160219,[500],:,image croix 1160219,,,,
1164186,[3967],:,trigger 1160230,,,,
1164186,[0],:,trigger 1162629,,,,
1164221,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_6.BMP 1164221,,,,
1164721,[500],:,image croix 1164721,,,,
1167388,[2667],:,trigger 1165030,,,,
1167422,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_8.BMP 1167422,,,,
1167889,[467],:,trigger 1167430,,,,
1167922,[33],:,image croix 1167922,,,,
1172989,[5067],:,bouton_1 502,,,,
1172989,[0],:,trigger 1169830,,,,
1172990,[1],:,trigger 1172230,,,,
1173025,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_7.BMP 1173025,,,,
1173525,[500],:,image croix 1173525,,,,
1176992,[3467],:,trigger 1174630,,,,
1176992,[0],:,bouton_1 1422,,,,
1177026,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.BMP 1177026,,,,
1177494,[468],:,trigger 1177031,,,,
1177526,[32],:,image croix 1177526,,,,
1183593,[6067],:,trigger 1179430,,,,
1183593,[0],:,trigger 1181829,,,,
1183612,[19],:,image nostim.BMP 1183612,,,,
1184112,[500],:,image croix 1184112,,,,
1188179,[4067],:,trigger 1184230,,,,
1188179,[0],:,trigger 1186629,,,,
1188214,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_5.BMP 1188214,,,,
1188714,[500],:,image croix 1188714,,,,
1192781,[4067],:,trigger 1189031,,,,
1192781,[0],:,trigger 1191430,,,,
1192799,[18],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_7.BMP 1192799,,,,
1193299,[500],:,image croix 1193299,,,,
1197266,[3967],:,bouton_1 399,,,,
1197266,[0],:,trigger 1193829,,,,
1197267,[1],:,trigger 1196230,,,,
1197301,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_4.BMP 1197301,,,,
1197801,[500],:,image croix 1197801,,,,
1200968,[3167],:,trigger 1198629,,,,
1201002,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_7.BMP 1201002,,,,
1201469,[467],:,trigger 1201030,,,,
1201502,[33],:,image croix 1201502,,,,
1206569,[5067],:,trigger 1203429,,,,
1206569,[0],:,trigger 1205830,,,,
1206588,[19],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_5.BMP 1206588,,,,
1207088,[500],:,image croix 1207088,,,,
1211955,[4867],:,bouton_1 499,,,,
1211955,[0],:,trigger 1208231,,,,
1211955,[0],:,trigger 1210630,,,,
1211990,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_1.BMP 1211990,,,,
1212491,[501],:,image croix 1212491,,,,
1215458,[2967],:,trigger 1213031,,,,
1215458,[0],:,trigger 1215430,,,,
1215492,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_5.BMP 1215492,,,,
1215992,[500],:,image croix 1215992,,,,
1220359,[4367],:,trigger 1217830,,,,
1220359,[0],:,trigger 1220230,,,,
1220394,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_7.BMP 1220393,,,,
1220894,[500],:,image croix 1220894,,,,
1226461,[5567],:,bouton_1 457,,,,
1226461,[0],:,trigger 1222630,,,,
1226461,[0],:,trigger 1225031,,,,
1226495,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_8.BMP 1226495,,,,
1226996,[501],:,image croix 1226996,,,,
1230063,[3067],:,trigger 1227430,,,,
1230063,[0],:,bouton_1 552,,,,
1230063,[0],:,trigger 1229830,,,,
1230097,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_2.BMP 1230097,,,,
1230598,[501],:,image croix 1230597,,,,
1235064,[4466],:,bouton_1 595,,,,
1235064,[0],:,trigger 1232230,,,,
1235064,[0],:,trigger 1234630,,,,
1235099,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_4.BMP 1235099,,,,
1235600,[501],:,image croix 1235600,,,,
1240867,[5267],:,trigger 1237030,,,,
1240867,[0],:,trigger 1239430,,,,
1240885,[18],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_5.BMP 1240885,,,,
1241385,[500],:,image croix 1241385,,,,
1244652,[3267],:,trigger 1241829,,,,
1244652,[0],:,trigger 1244230,,,,
1244687,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_9.BMP 1244687,,,,
1245187,[500],:,image croix 1245187,,,,
1248854,[3667],:,bouton_1 380,,,,
1248854,[0],:,trigger 1246630,,,,
1248854,[0],:,Fin_run 1 : run 1,,,,
1248888,[34],:,Key,76.0,UP,at,762939.0
1339712,[90824],:,Key,77.0,DOWN,at,1339712.0
1339712,[0],:,Debut_run 2 : run 2,,,,
1351056,[11344],:,Byte,107.0,COM1,at,1351056.0
1351057,[1],:,Byte,176.0,COM1,at,1351056.0
1351057,[0],:,Byte,36.0,COM1,at,1351056.0
1351060,[3],:,Byte,8.0,COM1,at,1351056.0
1351062,[2],:,Byte,67.0,COM1,at,1351056.0
1351065,[3],:,Byte,242.0,COM1,at,1351056.0
1351067,[2],:,Byte,107.0,COM1,at,1351056.0
1351070,[3],:,Byte,160.0,COM1,at,1351056.0
1351072,[2],:,Byte,40.0,COM1,at,1351056.0
1351075,[3],:,Byte,8.0,COM1,at,1351056.0
1351076,[1],:,Byte,67.0,COM1,at,1351056.0
1351078,[2],:,Byte,242.0,COM1,at,1351056.0
1351081,[3],:,Synchro_IRM,,,,
1351113,[32],:,image nostim.BMP 1351113,,,,
1352413,[1300],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_7.BMP 1352413,,,,
1352913,[500],:,image croix 1352913,,,,
1357380,[4467],:,trigger 1353456,,,,
1357380,[0],:,trigger 1355856,,,,
1357415,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_9.BMP 1357415,,,,
1357915,[500],:,image croix 1357915,,,,
1361882,[3967],:,trigger 1358256,,,,
1361882,[0],:,trigger 1360657,,,,
1361917,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.BMP 1361917,,,,
1362417,[500],:,image croix 1362417,,,,
1365684,[3267],:,trigger 1363056,,,,
1365684,[0],:,trigger 1365455,,,,
1365685,[1],:,bouton_2 3038,,,,
1365718,[33],:,image nostim.BMP 1365718,,,,
1366219,[501],:,image croix 1366219,,,,
1370286,[4067],:,trigger 1367856,,,,
