Cog2000 log file Tue Jan 22 17:33:15 2013,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
518303,[4],:,bouton_2 2514,,,,
518304,[1],:,bouton_2 2514,,,,
518326,[22],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_4.bmp 518326,,,,
518826,[500],:,image croix 518826,,,,
524094,[5268],:,trigger 520340,,,,
524094,[0],:,bouton_2 1514,,,,
524094,[0],:,bouton_2 1514,,,,
524097,[3],:,trigger 522738,,,,
524099,[2],:,bouton_2 3912,,,,
524101,[2],:,bouton_2 3912,,,,
524128,[27],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_2.bmp 524128,,,,
524628,[500],:,image croix 524628,,,,
528995,[4367],:,bouton_1 118,,,,
528995,[0],:,bouton_2 118,,,,
528995,[0],:,bouton_2 387,,,,
528998,[3],:,trigger 525139,,,,
529000,[2],:,bouton_2 511,,,,
529002,[2],:,bouton_2 511,,,,
529004,[2],:,trigger 527539,,,,
529007,[3],:,bouton_2 2911,,,,
529009,[2],:,bouton_2 2911,,,,
529047,[38],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_2.bmp 529047,,,,
529547,[500],:,image croix 529547,,,,
534114,[4567],:,bouton_1 155,,,,
534114,[0],:,bouton_2 155,,,,
534114,[0],:,bouton_2 389,,,,
534117,[3],:,trigger 529936,,,,
534119,[2],:,bouton_2 389,,,,
534121,[2],:,bouton_2 393,,,,
534123,[2],:,trigger 532339,,,,
534126,[3],:,bouton_2 2792,,,,
534129,[3],:,bouton_2 2792,,,,
534166,[37],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_9.bmp 534165,,,,
534666,[500],:,image croix 534666,,,,
537533,[2867],:,trigger 534738,,,,
537533,[0],:,bouton_2 72,,,,
537533,[0],:,bouton_2 72,,,,
537536,[3],:,trigger 537139,,,,
537538,[2],:,bouton_2 2473,,,,
537540,[2],:,bouton_2 2473,,,,
537567,[27],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_2.bmp 537566,,,,
538067,[500],:,image croix 538067,,,,
543734,[5667],:,bouton_1 214,,,,
543734,[0],:,bouton_2 214,,,,
543734,[0],:,bouton_2 447,,,,
543737,[3],:,trigger 539539,,,,
543739,[2],:,bouton_2 1472,,,,
543741,[2],:,bouton_2 1472,,,,
543743,[2],:,trigger 541938,,,,
543746,[3],:,bouton_2 3871,,,,
543748,[2],:,bouton_2 3871,,,,
543770,[22],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_5.bmp 543770,,,,
544270,[500],:,image croix 544270,,,,
547537,[3267],:,trigger 544339,,,,
547537,[0],:,bouton_2 69,,,,
547537,[0],:,bouton_2 69,,,,
547540,[3],:,trigger 546739,,,,
547542,[2],:,bouton_2 2469,,,,
547544,[2],:,bouton_2 2469,,,,
547571,[27],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_1.bmp 547571,,,,
548071,[500],:,image croix 548071,,,,
552238,[4167],:,trigger 549140,,,,
552238,[0],:,bouton_2 1069,,,,
552238,[0],:,bouton_2 1069,,,,
552241,[3],:,trigger 551539,,,,
552243,[2],:,bouton_2 3469,,,,
552245,[2],:,bouton_2 3469,,,,
552272,[27],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_7.bmp 552272,,,,
552773,[501],:,image croix 552773,,,,
557440,[4667],:,trigger 553939,,,,
557440,[0],:,bouton_2 1166,,,,
557440,[0],:,bouton_2 1166,,,,
557443,[3],:,trigger 556339,,,,
557445,[2],:,bouton_2 3566,,,,
557447,[2],:,bouton_2 3566,,,,
557475,[28],:,image nostim.bmp 557475,,,,
557976,[501],:,image croix 557975,,,,
562842,[4866],:,trigger 558739,,,,
562842,[0],:,bouton_2 764,,,,
562842,[0],:,bouton_2 764,,,,
562845,[3],:,trigger 561139,,,,
562847,[2],:,bouton_2 3164,,,,
562849,[2],:,bouton_2 3164,,,,
562877,[28],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_1.bmp 562877,,,,
563377,[500],:,image croix 563377,,,,
567944,[4567],:,bouton_1 75,,,,
567944,[0],:,bouton_2 75,,,,
567944,[0],:,trigger 563538,,,,
567947,[3],:,bouton_2 161,,,,
567949,[2],:,bouton_2 161,,,,
567951,[2],:,bouton_2 327,,,,
567953,[2],:,trigger 565939,,,,
567979,[26],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_9.bmp 567979,,,,
568446,[467],:,trigger 568338,,,,
568446,[0],:,bouton_1 359,,,,
568479,[33],:,image croix 568479,,,,
572646,[4167],:,trigger 570738,,,,
572664,[18],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_9.bmp 572664,,,,
573165,[501],:,image croix 573164,,,,
576031,[2866],:,trigger 573139,,,,
576031,[0],:,bouton_1 258,,,,
576031,[0],:,trigger 575539,,,,
576065,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_8.bmp 576065,,,,
576566,[501],:,image croix 576565,,,,
582132,[5566],:,bouton_1 215,,,,
582132,[0],:,trigger 577938,,,,
582132,[0],:,trigger 580339,,,,
582168,[36],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_2.bmp 582168,,,,
582668,[500],:,image croix 582668,,,,
585535,[2867],:,trigger 582738,,,,
585535,[0],:,bouton_1 120,,,,
585536,[1],:,trigger 585139,,,,
585569,[33],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_9.bmp 585569,,,,
586069,[500],:,image croix 586069,,,,
591636,[5567],:,trigger 587539,,,,
591636,[0],:,trigger 589939,,,,
591655,[19],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_3.bmp 591655,,,,
592155,[500],:,image croix 592155,,,,
594922,[2767],:,trigger 592339,,,,
594922,[0],:,trigger 594739,,,,
594957,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_5.bmp 594957,,,,
595457,[500],:,image croix 595457,,,,
600524,[5067],:,bouton_1 308,,,,
600524,[0],:,trigger 597139,,,,
600524,[0],:,trigger 599539,,,,
600559,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_3.bmp 600559,,,,
601060,[501],:,image croix 601059,,,,
605126,[4066],:,trigger 601938,,,,
605126,[0],:,trigger 604340,,,,
605161,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_5.bmp 605161,,,,
605661,[500],:,image croix 605661,,,,
609828,[4167],:,bouton_1 12,,,,
609828,[0],:,trigger 606739,,,,
609828,[0],:,trigger 609139,,,,
609831,[3],:,trigger 609139,,,,
609833,[2],:,trigger 609139,,,,
609862,[29],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_4.bmp 609862,,,,
610363,[501],:,image croix 610363,,,,
615330,[4967],:,bouton_1 62,,,,
615330,[0],:,trigger 611539,,,,
615331,[1],:,trigger 613938,,,,
615365,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_6.bmp 615365,,,,
615865,[500],:,image croix 615865,,,,
619232,[3367],:,trigger 616339,,,,
619232,[0],:,trigger 618738,,,,
619267,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_6.bmp 619267,,,,
619767,[500],:,image croix 619767,,,,
623834,[4067],:,trigger 621139,,,,
623834,[0],:,trigger 623539,,,,
623868,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_6.bmp 623868,,,,
624368,[500],:,image croix 624368,,,,
630035,[5667],:,bouton_1 53,,,,
630035,[0],:,trigger 625938,,,,
630035,[0],:,trigger 628339,,,,
630071,[36],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_2.bmp 630070,,,,
630571,[500],:,image croix 630571,,,,
634938,[4367],:,trigger 630739,,,,
634938,[0],:,bouton_1 461,,,,
634938,[0],:,trigger 633140,,,,
634973,[35],:,image nostim.bmp 634973,,,,
635473,[500],:,image croix 635473,,,,
639640,[4167],:,trigger 635539,,,,
639640,[0],:,trigger 637939,,,,
639675,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_9.bmp 639675,,,,
640175,[500],:,image croix 640175,,,,
643742,[3567],:,trigger 640339,,,,
643742,[0],:,trigger 642738,,,,
643776,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_3.bmp 643776,,,,
644276,[500],:,image croix 644276,,,,
649543,[5267],:,bouton_1 51,,,,
649543,[0],:,trigger 645139,,,,
649543,[0],:,trigger 647538,,,,
649579,[36],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_8.bmp 649578,,,,
650045,[466],:,trigger 649938,,,,
650079,[34],:,image croix 650079,,,,
652646,[2567],:,bouton_1 36,,,,
652646,[0],:,bouton_2 36,,,,
652646,[0],:,trigger 652339,,,,
652680,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_5.bmp 652680,,,,
653180,[500],:,image croix 653180,,,,
657847,[4667],:,bouton_1 -16,,,,
657847,[0],:,trigger 654738,,,,
657847,[0],:,trigger 657139,,,,
657882,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_6.bmp 657882,,,,
658350,[468],:,bouton_1 457,,,,
658382,[32],:,image croix 658382,,,,
663749,[5367],:,trigger 659540,,,,
663749,[0],:,trigger 661939,,,,
663784,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_9.bmp 663784,,,,
664284,[500],:,image croix 664284,,,,
667151,[2867],:,bouton_1 -20,,,,
667151,[0],:,trigger 664340,,,,
667151,[0],:,trigger 666739,,,,
667186,[35],:,image nostim.bmp 667186,,,,
667686,[500],:,image croix 667686,,,,
671953,[4267],:,trigger 669139,,,,
671953,[0],:,trigger 671539,,,,
671987,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.bmp 671987,,,,
672488,[501],:,image croix 672488,,,,
677755,[5267],:,bouton_1 35,,,,
677755,[0],:,trigger 673938,,,,
677755,[0],:,trigger 676339,,,,
677790,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_2.bmp 677790,,,,
678290,[500],:,image croix 678290,,,,
682958,[4668],:,trigger 678739,,,,
682958,[0],:,trigger 681140,,,,
682992,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_2.bmp 682992,,,,
683492,[500],:,image croix 683492,,,,
687059,[3567],:,trigger 683539,,,,
687059,[0],:,trigger 685939,,,,
687094,[35],:,image nostim.bmp 687094,,,,
687594,[500],:,image croix 687594,,,,
691662,[4068],:,trigger 688339,,,,
691662,[0],:,trigger 690739,,,,
691695,[33],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_3.bmp 691695,,,,
692195,[500],:,image croix 692195,,,,
695862,[3667],:,bouton_1 290,,,,
695862,[0],:,trigger 693139,,,,
695862,[0],:,trigger 695539,,,,
695897,[35],:,image nostim.bmp 695897,,,,
696397,[500],:,image croix 696397,,,,
701264,[4867],:,trigger 697938,,,,
701264,[0],:,trigger 700339,,,,
701283,[19],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_7.bmp 701283,,,,
701783,[500],:,image croix 701783,,,,
706150,[4367],:,trigger 702739,,,,
706150,[0],:,trigger 705140,,,,
706185,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_3.bmp 706185,,,,
706685,[500],:,image croix 706685,,,,
710352,[3667],:,bouton_1 103,,,,
710352,[0],:,trigger 707539,,,,
710352,[0],:,bouton_1 854,,,,
710354,[2],:,bouton_1 854,,,,
710356,[2],:,trigger 709938,,,,
710387,[31],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_5.bmp 710387,,,,
710887,[500],:,image croix 710887,,,,
715154,[4267],:,trigger 712339,,,,
715154,[0],:,trigger 714739,,,,
715188,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_4.bmp 715188,,,,
715688,[500],:,image croix 715688,,,,
721455,[5767],:,trigger 717139,,,,
721455,[0],:,trigger 719539,,,,
721476,[21],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_7.bmp 721476,,,,
721943,[467],:,trigger 721938,,,,
721975,[32],:,image croix 721975,,,,
724642,[2667],:,trigger 724339,,,,
724676,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_7.bmp 724676,,,,
725176,[500],:,image croix 725176,,,,
730643,[5467],:,trigger 726739,,,,
730643,[0],:,trigger 729139,,,,
730661,[18],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_1.bmp 730661,,,,
731161,[500],:,image croix 731161,,,,
735428,[4267],:,trigger 731539,,,,
735428,[0],:,trigger 733938,,,,
735446,[18],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_4.bmp 735446,,,,
735946,[500],:,image croix 735946,,,,
739413,[3467],:,trigger 736340,,,,
739413,[0],:,trigger 738740,,,,
739448,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_5.bmp 739448,,,,
739948,[500],:,image croix 739948,,,,
744615,[4667],:,bouton_1 -27,,,,
744615,[0],:,trigger 741140,,,,
744615,[0],:,trigger 743539,,,,
744650,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_8.bmp 744650,,,,
745150,[500],:,image croix 745150,,,,
748917,[3767],:,bouton_1 413,,,,
748917,[0],:,trigger 745939,,,,
748917,[0],:,trigger 748339,,,,
748952,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_3.bmp 748952,,,,
749452,[500],:,image croix 749452,,,,
754219,[4767],:,bouton_1 72,,,,
754219,[0],:,trigger 750739,,,,
754219,[0],:,trigger 753139,,,,
754254,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_1.bmp 754254,,,,
754754,[500],:,image croix 754754,,,,
759621,[4867],:,trigger 755539,,,,
759621,[0],:,trigger 757939,,,,
759640,[19],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_6.bmp 759640,,,,
760140,[500],:,image croix 760140,,,,
763507,[3367],:,bouton_1 -25,,,,
763507,[0],:,trigger 760339,,,,
763507,[0],:,trigger 762739,,,,
763541,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_7.bmp 763541,,,,
764041,[500],:,image croix 764041,,,,
768208,[4167],:,bouton_1 76,,,,
768208,[0],:,trigger 765139,,,,
768208,[0],:,trigger 767538,,,,
768211,[3],:,bouton_1 3498,,,,
768243,[32],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_4.bmp 768243,,,,
768743,[500],:,image croix 768743,,,,
773510,[4767],:,bouton_1 68,,,,
773510,[0],:,trigger 769939,,,,
773510,[0],:,trigger 772339,,,,
773545,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_4.bmp 773545,,,,
774012,[467],:,bouton_1 465,,,,
774045,[33],:,image croix 774045,,,,
778112,[4067],:,trigger 774740,,,,
778112,[0],:,trigger 777139,,,,
778147,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_3.bmp 778147,,,,
778647,[500],:,image croix 778647,,,,
783614,[4967],:,trigger 779540,,,,
783614,[0],:,trigger 781938,,,,
783649,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_8.bmp 783649,,,,
784149,[500],:,image croix 784149,,,,
787816,[3667],:,trigger 784340,,,,
787816,[0],:,trigger 786739,,,,
787851,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_8.bmp 787851,,,,
788318,[467],:,bouton_1 421,,,,
788352,[34],:,image croix 788352,,,,
793419,[5067],:,trigger 789139,,,,
793419,[0],:,trigger 791539,,,,
793453,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_4.bmp 793453,,,,
793920,[467],:,bouton_1 420,,,,
793953,[33],:,image croix 793953,,,,
796620,[2667],:,trigger 793938,,,,
796620,[0],:,trigger 796339,,,,
796654,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_8.bmp 796654,,,,
797154,[500],:,image croix 797154,,,,
802721,[5567],:,trigger 798738,,,,
802721,[0],:,trigger 801140,,,,
802740,[19],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_6.bmp 802740,,,,
803207,[467],:,bouton_1 447,,,,
803240,[33],:,image croix 803240,,,,
806807,[3567],:,trigger 803539,,,,
806807,[0],:,trigger 805938,,,,
806825,[18],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.bmp 806825,,,,
807325,[500],:,image croix 807325,,,,
811492,[4167],:,trigger 808339,,,,
811492,[0],:,trigger 810739,,,,
811527,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_6.bmp 811527,,,,
812027,[500],:,image croix 812027,,,,
815794,[3767],:,trigger 813140,,,,
815794,[0],:,trigger 815540,,,,
815829,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_3.bmp 815829,,,,
816329,[500],:,image croix 816329,,,,
820596,[4267],:,bouton_1 -9,,,,
820596,[0],:,trigger 817939,,,,
820596,[0],:,trigger 820340,,,,
820631,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_2.bmp 820631,,,,
821131,[500],:,image croix 821131,,,,
825698,[4567],:,bouton_1 48,,,,
825698,[0],:,trigger 822739,,,,
825698,[0],:,trigger 825140,,,,
825732,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_6.bmp 825732,,,,
826199,[467],:,bouton_1 421,,,,
826233,[34],:,image croix 826233,,,,
831000,[4767],:,trigger 827540,,,,
831000,[0],:,trigger 829939,,,,
831035,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_6.bmp 831035,,,,
831502,[467],:,bouton_1 440,,,,
831535,[33],:,image croix 831535,,,,
834902,[3367],:,trigger 832339,,,,
834902,[0],:,trigger 834739,,,,
834937,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_9.bmp 834937,,,,
835437,[500],:,image croix 835437,,,,
840704,[5267],:,bouton_1 169,,,,
840704,[0],:,trigger 837139,,,,
840704,[0],:,trigger 839539,,,,
840739,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_6.bmp 840739,,,,
841239,[500],:,image croix 841239,,,,
845006,[3767],:,bouton_1 85,,,,
845006,[0],:,trigger 841938,,,,
845006,[0],:,trigger 844339,,,,
845041,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_5.bmp 845041,,,,
845508,[467],:,bouton_1 405,,,,
845541,[33],:,image croix 845541,,,,
850608,[5067],:,trigger 846738,,,,
850608,[0],:,trigger 849139,,,,
850643,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_1.bmp 850643,,,,
851143,[500],:,image croix 851143,,,,
855810,[4667],:,trigger 851539,,,,
855810,[0],:,trigger 853939,,,,
855829,[19],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_9.bmp 855829,,,,
856328,[499],:,image croix 856328,,,,
860295,[3967],:,trigger 856340,,,,
860295,[0],:,bouton_1 109,,,,
860295,[0],:,trigger 858739,,,,
860330,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.bmp 860330,,,,
860830,[500],:,image croix 860830,,,,
865197,[4367],:,trigger 861140,,,,
865197,[0],:,trigger 863540,,,,
865232,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_2.bmp 865232,,,,
865732,[500],:,image croix 865732,,,,
868499,[2767],:,trigger 865939,,,,
868499,[0],:,trigger 868339,,,,
868533,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_7.bmp 868533,,,,
869033,[500],:,image croix 869033,,,,
873700,[4667],:,trigger 870739,,,,
873700,[0],:,trigger 873140,,,,
873735,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_9.bmp 873735,,,,
874235,[500],:,image croix 874235,,,,
880002,[5767],:,trigger 875539,,,,
880002,[0],:,trigger 877939,,,,
880038,[36],:,image nostim.bmp 880038,,,,
880505,[467],:,trigger 880339,,,,
880538,[33],:,image croix 880538,,,,
883805,[3267],:,trigger 882738,,,,
883840,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_5.bmp 883840,,,,
884340,[500],:,image croix 884340,,,,
