Cog2000 log file Tue Jun 26 18:36:57 2012,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
621134,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_3.BMP 621134,,,,
621634,[500],:,image croix 621634,,,,
627001,[5367],:,trigger 623008,,,,
627001,[0],:,trigger 625409,,,,
627020,[19],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_2.BMP 627020,,,,
627520,[500],:,image croix 627520,,,,
631387,[3867],:,bouton_1 36,,,,
631387,[0],:,trigger 627809,,,,
631387,[0],:,trigger 630209,,,,
631422,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_7.BMP 631422,,,,
631923,[501],:,image croix 631923,,,,
635290,[3367],:,trigger 632609,,,,
635290,[0],:,trigger 635008,,,,
635324,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_5.BMP 635324,,,,
635824,[500],:,image croix 635824,,,,
639891,[4067],:,bouton_1 257,,,,
639891,[0],:,trigger 637409,,,,
639891,[0],:,trigger 639808,,,,
639925,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_8.BMP 639925,,,,
640425,[500],:,image croix 640425,,,,
646492,[6067],:,trigger 642208,,,,
646492,[0],:,trigger 644608,,,,
646511,[19],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_2.BMP 646511,,,,
647011,[500],:,image croix 647011,,,,
651079,[4068],:,trigger 647008,,,,
651079,[0],:,trigger 649409,,,,
651113,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_2.BMP 651113,,,,
651614,[501],:,image croix 651614,,,,
655081,[3467],:,trigger 651807,,,,
655081,[0],:,bouton_1 762,,,,
655081,[0],:,trigger 654208,,,,
655115,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_4.BMP 655115,,,,
655615,[500],:,image croix 655615,,,,
659682,[4067],:,bouton_1 230,,,,
659682,[0],:,trigger 656608,,,,
659682,[0],:,trigger 659008,,,,
659716,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_4.BMP 659716,,,,
660217,[501],:,image croix 660216,,,,
663983,[3766],:,bouton_1 253,,,,
663983,[0],:,trigger 661409,,,,
663983,[0],:,trigger 663808,,,,
664018,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_7.BMP 664018,,,,
664518,[500],:,image croix 664518,,,,
670485,[5967],:,trigger 666209,,,,
670485,[0],:,trigger 668609,,,,
670505,[20],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_9.BMP 670505,,,,
671005,[500],:,image croix 671005,,,,
674472,[3467],:,trigger 671009,,,,
674472,[0],:,bouton_2 4,,,,
674472,[0],:,bouton_2 4,,,,
674475,[3],:,trigger 673409,,,,
674507,[32],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_4.BMP 674506,,,,
675007,[500],:,image croix 675007,,,,
680074,[5067],:,trigger 675808,,,,
680074,[0],:,trigger 678208,,,,
680108,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.BMP 680108,,,,
680608,[500],:,image croix 680608,,,,
684775,[4167],:,trigger 680608,,,,
684775,[0],:,trigger 683008,,,,
684794,[19],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_4.BMP 684794,,,,
685294,[500],:,image croix 685294,,,,
688661,[3367],:,bouton_1 -20,,,,
688661,[0],:,trigger 685408,,,,
688661,[0],:,trigger 687809,,,,
688695,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_8.BMP 688695,,,,
689195,[500],:,image croix 689195,,,,
692662,[3467],:,bouton_1 96,,,,
692662,[0],:,trigger 690208,,,,
692662,[0],:,trigger 692609,,,,
692697,[35],:,image nostim.BMP 692697,,,,
693197,[500],:,image croix 693197,,,,
697864,[4667],:,trigger 695008,,,,
697864,[0],:,trigger 697409,,,,
697899,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_3.BMP 697899,,,,
698399,[500],:,image croix 698399,,,,
702166,[3767],:,bouton_1 148,,,,
702166,[0],:,trigger 699808,,,,
702201,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_7.BMP 702201,,,,
702668,[467],:,trigger 702209,,,,
702668,[0],:,trigger 702209,,,,
702701,[33],:,image croix 702701,,,,
707068,[4367],:,bouton_1 178,,,,
707068,[0],:,trigger 704609,,,,
707068,[0],:,trigger 707009,,,,
707102,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_9.BMP 707102,,,,
707603,[501],:,image croix 707602,,,,
712969,[5366],:,trigger 709409,,,,
712969,[0],:,trigger 711808,,,,
713005,[36],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_5.BMP 713005,,,,
713506,[501],:,image croix 713506,,,,
716773,[3267],:,trigger 714209,,,,
716773,[0],:,trigger 716609,,,,
716806,[33],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_6.BMP 716806,,,,
717306,[500],:,image croix 717306,,,,
722873,[5567],:,trigger 719008,,,,
722873,[0],:,trigger 721408,,,,
722892,[19],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_8.BMP 722892,,,,
723392,[500],:,image croix 723392,,,,
727960,[4568],:,trigger 723808,,,,
727960,[0],:,trigger 726209,,,,
727995,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_6.BMP 727994,,,,
728495,[500],:,image croix 728495,,,,
731362,[2867],:,trigger 728608,,,,
731362,[0],:,bouton_1 113,,,,
731362,[0],:,bouton_1 113,,,,
731365,[3],:,bouton_1 146,,,,
731367,[2],:,bouton_1 146,,,,
731370,[3],:,trigger 731009,,,,
731396,[26],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_7.BMP 731395,,,,
731862,[466],:,bouton_1 398,,,,
731896,[34],:,image croix 731896,,,,
737263,[5367],:,trigger 733409,,,,
737263,[0],:,trigger 735808,,,,
737298,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_3.BMP 737298,,,,
737798,[500],:,image croix 737798,,,,
740765,[2967],:,trigger 738209,,,,
740765,[0],:,bouton_1 750,,,,
740765,[0],:,trigger 740609,,,,
740799,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_3.BMP 740799,,,,
741299,[500],:,image croix 741299,,,,
745767,[4468],:,bouton_1 226,,,,
745767,[0],:,trigger 743008,,,,
745767,[0],:,trigger 745409,,,,
745801,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_4.BMP 745801,,,,
746301,[500],:,image croix 746301,,,,
751268,[4967],:,bouton_1 52,,,,
751268,[0],:,trigger 747809,,,,
751268,[0],:,trigger 750210,,,,
751303,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_6.BMP 751303,,,,
751804,[501],:,image croix 751803,,,,
756670,[4866],:,bouton_1 93,,,,
756670,[0],:,trigger 752609,,,,
756670,[0],:,trigger 755008,,,,
756706,[36],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_1.BMP 756706,,,,
757206,[500],:,image croix 757206,,,,
760573,[3367],:,bouton_1 133,,,,
760573,[0],:,trigger 757408,,,,
760573,[0],:,trigger 759808,,,,
760607,[34],:,image nostim.BMP 760607,,,,
761108,[501],:,image croix 761108,,,,
766375,[5267],:,trigger 762209,,,,
766375,[0],:,trigger 764608,,,,
766410,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_9.BMP 766410,,,,
766910,[500],:,image croix 766910,,,,
771077,[4167],:,trigger 767008,,,,
771077,[0],:,trigger 769410,,,,
771112,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_1.BMP 771112,,,,
771612,[500],:,image croix 771612,,,,
774779,[3167],:,trigger 771809,,,,
774779,[0],:,trigger 774209,,,,
774813,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_3.BMP 774813,,,,
775313,[500],:,image croix 775313,,,,
779180,[3867],:,bouton_1 616,,,,
779180,[0],:,trigger 776609,,,,
779180,[0],:,trigger 779008,,,,
779215,[35],:,image nostim.BMP 779215,,,,
779715,[500],:,image croix 779715,,,,
784782,[5067],:,trigger 781408,,,,
784782,[0],:,trigger 783808,,,,
784800,[18],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_5.BMP 784800,,,,
785300,[500],:,image croix 785300,,,,
790167,[4867],:,trigger 786209,,,,
790167,[0],:,trigger 788609,,,,
790186,[19],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_4.BMP 790186,,,,
790686,[500],:,image croix 790686,,,,
794653,[3967],:,bouton_1 62,,,,
794653,[0],:,trigger 791009,,,,
794653,[0],:,trigger 793408,,,,
794688,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_1.BMP 794688,,,,
795188,[500],:,image croix 795188,,,,
798955,[3767],:,bouton_1 302,,,,
798955,[0],:,trigger 795808,,,,
798955,[0],:,trigger 798209,,,,
798990,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_7.BMP 798990,,,,
799490,[500],:,image croix 799490,,,,
803857,[4367],:,trigger 800609,,,,
803857,[0],:,trigger 803008,,,,
803891,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_9.BMP 803891,,,,
804392,[501],:,image croix 804391,,,,
807858,[3466],:,trigger 805409,,,,
807858,[0],:,trigger 807804,,,,
807877,[19],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.BMP 807877,,,,
808377,[500],:,image croix 808377,,,,
813844,[5467],:,bouton_1 761,,,,
813844,[0],:,trigger 810209,,,,
813844,[0],:,trigger 812609,,,,
813847,[3],:,bouton_2 4232,,,,
813879,[32],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_2.BMP 813879,,,,
814380,[501],:,image croix 814380,,,,
817547,[3167],:,trigger 815009,,,,
817547,[0],:,trigger 817409,,,,
817581,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_9.BMP 817581,,,,
818081,[500],:,image croix 818081,,,,
823448,[5367],:,trigger 819808,,,,
823448,[0],:,trigger 822209,,,,
823483,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_1.BMP 823483,,,,
823983,[500],:,image croix 823983,,,,
827750,[3767],:,trigger 824608,,,,
827750,[0],:,trigger 827008,,,,
827785,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_4.BMP 827785,,,,
828285,[500],:,image croix 828285,,,,
832652,[4367],:,trigger 829409,,,,
832652,[0],:,trigger 831808,,,,
832686,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_9.BMP 832686,,,,
833187,[501],:,image croix 833187,,,,
836654,[3467],:,trigger 834209,,,,
836654,[0],:,trigger 836609,,,,
836688,[34],:,image nostim.BMP 836688,,,,
837188,[500],:,image croix 837188,,,,
842656,[5468],:,trigger 839008,,,,
842656,[0],:,trigger 841409,,,,
842690,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_2.BMP 842690,,,,
843191,[501],:,image croix 843191,,,,
847758,[4567],:,bouton_1 562,,,,
847758,[0],:,trigger 843808,,,,
847758,[0],:,trigger 846209,,,,
847793,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_6.BMP 847793,,,,
848293,[500],:,image croix 848293,,,,
852660,[4367],:,bouton_1 -5,,,,
852660,[0],:,trigger 848609,,,,
852660,[0],:,trigger 851009,,,,
852695,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_9.BMP 852695,,,,
853195,[500],:,image croix 853195,,,,
857262,[4067],:,bouton_1 49,,,,
857262,[0],:,trigger 853410,,,,
857262,[0],:,trigger 855809,,,,
857297,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_4.BMP 857297,,,,
857797,[500],:,image croix 857797,,,,
861064,[3267],:,trigger 858210,,,,
861064,[0],:,trigger 860609,,,,
861098,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_2.BMP 861098,,,,
861598,[500],:,image croix 861598,,,,
865865,[4267],:,bouton_1 132,,,,
865865,[0],:,trigger 863008,,,,
865865,[0],:,trigger 865409,,,,
865900,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_2.BMP 865900,,,,
866400,[500],:,image croix 866400,,,,
871267,[4867],:,bouton_1 112,,,,
871267,[0],:,trigger 867809,,,,
871267,[0],:,trigger 870209,,,,
871302,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_3.BMP 871302,,,,
871802,[500],:,image croix 871802,,,,
876669,[4867],:,trigger 872608,,,,
876669,[0],:,trigger 875008,,,,
876705,[36],:,image nostim.BMP 876704,,,,
877205,[500],:,image croix 877205,,,,
880172,[2967],:,trigger 877408,,,,
880172,[0],:,trigger 879807,,,,
880206,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.BMP 880206,,,,
880706,[500],:,image croix 880706,,,,
886373,[5667],:,bouton_1 83,,,,
886373,[0],:,trigger 882209,,,,
886373,[0],:,trigger 884604,,,,
886408,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_1.BMP 886408,,,,
886875,[467],:,bouton_1 413,,,,
886909,[34],:,image croix 886908,,,,
889475,[2566],:,trigger 887009,,,,
889475,[0],:,trigger 889409,,,,
889509,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_5.BMP 889509,,,,
890009,[500],:,image croix 890009,,,,
894476,[4467],:,bouton_1 484,,,,
894476,[0],:,trigger 891808,,,,
894476,[0],:,trigger 894209,,,,
894511,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_3.BMP 894511,,,,
895011,[500],:,image croix 895011,,,,
899178,[4167],:,bouton_1 17,,,,
899178,[0],:,trigger 896609,,,,
899178,[0],:,trigger 899009,,,,
899214,[36],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_6.BMP 899214,,,,
899714,[500],:,image croix 899714,,,,
903981,[4267],:,bouton_1 40,,,,
903981,[0],:,trigger 901408,,,,
903981,[0],:,trigger 903808,,,,
904015,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_1.BMP 904015,,,,
904515,[500],:,image croix 904515,,,,
909982,[5467],:,trigger 906209,,,,
909982,[0],:,trigger 908609,,,,
910001,[19],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_3.BMP 910001,,,,
910502,[501],:,image croix 910502,,,,
913769,[3267],:,trigger 911008,,,,
913769,[0],:,trigger 913409,,,,
913802,[33],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_9.BMP 913802,,,,
914302,[500],:,image croix 914302,,,,
918169,[3867],:,trigger 915808,,,,
918169,[0],:,Fin_run 1 : run 1,,,,
918205,[36],:,Key,76.0,UP,at,432131.0
1026071,[107866],:,Key,77.0,DOWN,at,1026071.0
1026071,[0],:,Debut_run 2 : run 2,,,,
1036778,[10707],:,Byte,107.0,COM1,at,1036777.0
1036778,[0],:,Byte,176.0,COM1,at,1036777.0
1036778,[0],:,Byte,85.0,COM1,at,1036777.0
1036781,[3],:,Byte,223.0,COM1,at,1036777.0
1036782,[1],:,Byte,138.0,COM1,at,1036777.0
1036786,[4],:,Byte,0.0,COM1,at,1036777.0
1036788,[2],:,Byte,107.0,COM1,at,1036777.0
1036790,[2],:,Byte,160.0,COM1,at,1036777.0
1036792,[2],:,Byte,89.0,COM1,at,1036777.0
1036796,[4],:,Byte,223.0,COM1,at,1036777.0
1036798,[2],:,Byte,138.0,COM1,at,1036777.0
1036799,[1],:,Byte,0.0,COM1,at,1036777.0
1036801,[2],:,Synchro_IRM,,,,
1036836,[35],:,image nostim.BMP 1036836,,,,
1037435,[599],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_9.BMP 1037435,,,,
1037935,[500],:,image croix 1037935,,,,
1042502,[4567],:,trigger 1039176,,,,
1042502,[0],:,trigger 1041578,,,,
1042521,[19],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_1.BMP 1042521,,,,
1043021,[500],:,image croix 1043021,,,,
1047288,[4267],:,trigger 1043978,,,,
1047288,[0],:,trigger 1046377,,,,
1047323,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_2.BMP 1047323,,,,
1047823,[500],:,image croix 1047823,,,,
1051590,[3767],:,trigger 1048778,,,,
