Cog2000 log file Tue Feb 05 17:19:38 2013,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
186529,[0],:,trigger 185061,,,,
186529,[0],:,bouton_2 2399,,,,
186533,[4],:,bouton_2 2399,,,,
186564,[31],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_9.bmp 186564,,,,
187064,[500],:,image croix 187064,,,,
190231,[3167],:,bouton_1 -15,,,,
190231,[0],:,trigger 187461,,,,
190231,[0],:,trigger 189861,,,,
190266,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_6.bmp 190266,,,,
190766,[500],:,image croix 190766,,,,
195633,[4867],:,trigger 192261,,,,
195633,[0],:,trigger 194661,,,,
195668,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_5.bmp 195668,,,,
196168,[500],:,image croix 196168,,,,
199535,[3367],:,trigger 197061,,,,
199535,[0],:,trigger 199461,,,,
199569,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_1.bmp 199569,,,,
200069,[500],:,image croix 200069,,,,
206136,[6067],:,bouton_1 703,,,,
206136,[0],:,trigger 201861,,,,
206137,[1],:,trigger 204260,,,,
206172,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_8.bmp 206172,,,,
206639,[467],:,bouton_1 414,,,,
206672,[33],:,image croix 206672,,,,
209439,[2767],:,trigger 206660,,,,
209439,[0],:,trigger 209061,,,,
209474,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_4.bmp 209474,,,,
209974,[500],:,image croix 209974,,,,
213941,[3967],:,bouton_1 248,,,,
213941,[0],:,trigger 211460,,,,
213941,[0],:,trigger 213860,,,,
213976,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_4.bmp 213976,,,,
214476,[500],:,image croix 214476,,,,
220143,[5667],:,trigger 216261,,,,
220143,[0],:,trigger 218661,,,,
220178,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_9.bmp 220178,,,,
220678,[500],:,image croix 220678,,,,
224245,[3567],:,bouton_1 -26,,,,
224245,[0],:,trigger 221062,,,,
224245,[0],:,trigger 223461,,,,
224279,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_2.bmp 224279,,,,
224779,[500],:,image croix 224779,,,,
230046,[5267],:,trigger 225861,,,,
230046,[0],:,trigger 228262,,,,
230082,[36],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_5.bmp 230082,,,,
230549,[467],:,bouton_1 464,,,,
230582,[33],:,image croix 230582,,,,
233649,[3067],:,trigger 230661,,,,
233649,[0],:,trigger 233061,,,,
233684,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_3.bmp 233683,,,,
234184,[500],:,image croix 234184,,,,
238051,[3867],:,bouton_1 63,,,,
238051,[0],:,trigger 235461,,,,
238051,[0],:,trigger 237861,,,,
238085,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_2.bmp 238085,,,,
238585,[500],:,image croix 238585,,,,
244152,[5567],:,trigger 240261,,,,
244152,[0],:,trigger 242660,,,,
244188,[36],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_9.bmp 244188,,,,
244688,[500],:,image croix 244688,,,,
247955,[3267],:,trigger 245061,,,,
247955,[0],:,trigger 247461,,,,
247989,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_6.bmp 247989,,,,
248456,[467],:,bouton_1 427,,,,
248489,[33],:,image croix 248489,,,,
253756,[5267],:,trigger 249861,,,,
253756,[0],:,trigger 252261,,,,
253774,[18],:,image nostim.bmp 253774,,,,
254274,[500],:,image croix 254274,,,,
258741,[4467],:,trigger 254661,,,,
258741,[0],:,trigger 257062,,,,
258760,[19],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_8.bmp 258760,,,,
259260,[500],:,image croix 259260,,,,
261927,[2667],:,bouton_1 41,,,,
261927,[0],:,trigger 259462,,,,
261927,[0],:,trigger 259462,,,,
261930,[3],:,trigger 261862,,,,
261961,[31],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_9.bmp 261961,,,,
262461,[500],:,image croix 262461,,,,
267528,[5067],:,trigger 264261,,,,
267528,[0],:,trigger 266661,,,,
267563,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_4.bmp 267563,,,,
268063,[500],:,image croix 268063,,,,
272730,[4667],:,trigger 269061,,,,
272730,[0],:,trigger 271461,,,,
272749,[19],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_9.bmp 272749,,,,
273216,[467],:,bouton_1 439,,,,
273249,[33],:,image croix 273249,,,,
278116,[4867],:,trigger 273861,,,,
278116,[0],:,bouton_2 1216,,,,
278116,[0],:,trigger 276261,,,,
278151,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_7.bmp 278151,,,,
278618,[467],:,bouton_1 419,,,,
278651,[33],:,image croix 278651,,,,
282818,[4167],:,trigger 278661,,,,
282818,[0],:,trigger 281061,,,,
282853,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_8.bmp 282853,,,,
283354,[501],:,image croix 283354,,,,
287621,[4267],:,trigger 283461,,,,
287621,[0],:,trigger 285861,,,,
287655,[34],:,image nostim.bmp 287655,,,,
288155,[500],:,image croix 288155,,,,
290922,[2767],:,trigger 288262,,,,
290922,[0],:,trigger 290661,,,,
290956,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_2.bmp 290956,,,,
291456,[500],:,image croix 291456,,,,
296323,[4867],:,trigger 293062,,,,
296323,[0],:,trigger 295462,,,,
296343,[20],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_5.bmp 296343,,,,
296842,[499],:,image croix 296842,,,,
301109,[4267],:,bouton_1 38,,,,
301109,[0],:,trigger 297861,,,,
301109,[0],:,trigger 300261,,,,
301144,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_6.bmp 301144,,,,
301644,[500],:,image croix 301644,,,,
305611,[3967],:,bouton_1 1002,,,,
305611,[0],:,trigger 302661,,,,
305611,[0],:,bouton_1 1284,,,,
305614,[3],:,trigger 305062,,,,
305646,[32],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_7.bmp 305646,,,,
306146,[500],:,image croix 306146,,,,
310313,[4167],:,trigger 307461,,,,
310313,[0],:,trigger 309861,,,,
310348,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_3.bmp 310348,,,,
310848,[500],:,image croix 310848,,,,
315815,[4967],:,bouton_1 108,,,,
315815,[0],:,trigger 312261,,,,
315815,[0],:,trigger 314661,,,,
315850,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_2.bmp 315850,,,,
316317,[467],:,bouton_1 449,,,,
316317,[0],:,bouton_2 449,,,,
316350,[33],:,image croix 316350,,,,
320717,[4367],:,trigger 317061,,,,
320717,[0],:,trigger 319461,,,,
320752,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_9.bmp 320752,,,,
321252,[500],:,image croix 321252,,,,
324719,[3467],:,trigger 321861,,,,
324719,[0],:,trigger 324261,,,,
324753,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_4.bmp 324753,,,,
325253,[500],:,image croix 325253,,,,
330320,[5067],:,trigger 326661,,,,
330320,[0],:,trigger 329061,,,,
330355,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_1.bmp 330355,,,,
330855,[500],:,image croix 330855,,,,
335522,[4667],:,trigger 331461,,,,
335522,[0],:,trigger 333861,,,,
335541,[19],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_9.bmp 335541,,,,
336041,[500],:,image croix 336041,,,,
340208,[4167],:,bouton_1 47,,,,
340208,[0],:,trigger 336263,,,,
340208,[0],:,bouton_1 222,,,,
340211,[3],:,bouton_2 977,,,,
340214,[3],:,trigger 338661,,,,
340243,[29],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_2.bmp 340242,,,,
340743,[500],:,image croix 340743,,,,
345510,[4767],:,trigger 341062,,,,
345510,[0],:,trigger 341062,,,,
345510,[0],:,trigger 341062,,,,
345513,[3],:,bouton_2 867,,,,
345516,[3],:,trigger 343461,,,,
345545,[29],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_4.bmp 345545,,,,
346012,[467],:,trigger 345861,,,,
346045,[33],:,image croix 346045,,,,
350212,[4167],:,trigger 348262,,,,
350247,[35],:,image nostim.bmp 350247,,,,
350714,[467],:,trigger 350661,,,,
350747,[33],:,image croix 350747,,,,
354514,[3767],:,trigger 353061,,,,
354514,[0],:,trigger 353061,,,,
354549,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_9.bmp 354549,,,,
355049,[500],:,image croix 355049,,,,
359416,[4367],:,bouton_1 92,,,,
359416,[0],:,trigger 355461,,,,
359416,[0],:,trigger 357861,,,,
359450,[34],:,image nostim.bmp 359450,,,,
359950,[500],:,image croix 359950,,,,
362917,[2967],:,trigger 360261,,,,
362917,[0],:,trigger 362661,,,,
362952,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_3.bmp 362952,,,,
363452,[500],:,image croix 363452,,,,
368019,[4567],:,bouton_1 -25,,,,
368019,[0],:,trigger 365061,,,,
368019,[0],:,trigger 367461,,,,
368054,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.bmp 368054,,,,
368554,[500],:,image croix 368554,,,,
372621,[4067],:,trigger 369861,,,,
372621,[0],:,trigger 372262,,,,
372656,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_1.bmp 372655,,,,
373156,[500],:,image croix 373156,,,,
378723,[5567],:,bouton_1 17,,,,
378723,[0],:,trigger 374661,,,,
378723,[0],:,trigger 377062,,,,
378758,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_4.bmp 378758,,,,
379259,[501],:,image croix 379259,,,,
382426,[3167],:,bouton_1 129,,,,
382426,[0],:,trigger 379461,,,,
382426,[0],:,trigger 381861,,,,
382460,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_7.bmp 382460,,,,
382960,[500],:,image croix 382960,,,,
386827,[3867],:,trigger 384261,,,,
386827,[0],:,bouton_2 1301,,,,
386827,[0],:,trigger 386661,,,,
386861,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_6.bmp 386861,,,,
387361,[500],:,image croix 387361,,,,
392928,[5567],:,trigger 389062,,,,
392928,[0],:,trigger 391461,,,,
392947,[19],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_9.bmp 392947,,,,
393447,[500],:,image croix 393447,,,,
397014,[3567],:,trigger 393861,,,,
397014,[0],:,trigger 396261,,,,
397049,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_1.bmp 397049,,,,
397549,[500],:,image croix 397549,,,,
402316,[4767],:,bouton_1 38,,,,
402316,[0],:,trigger 398661,,,,
402316,[0],:,trigger 401062,,,,
402351,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_1.bmp 402351,,,,
402852,[501],:,image croix 402852,,,,
407819,[4967],:,bouton_1 41,,,,
407819,[0],:,trigger 403461,,,,
407819,[0],:,trigger 405861,,,,
407854,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_3.bmp 407854,,,,
408321,[467],:,trigger 408262,,,,
408354,[33],:,image croix 408354,,,,
412221,[3867],:,trigger 410661,,,,
412255,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_7.bmp 412255,,,,
412755,[500],:,image croix 412755,,,,
415722,[2967],:,trigger 413057,,,,
415722,[0],:,trigger 415462,,,,
415757,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_3.bmp 415757,,,,
416257,[500],:,image croix 416257,,,,
421424,[5167],:,trigger 417861,,,,
421424,[0],:,bouton_2 1604,,,,
421424,[0],:,trigger 420261,,,,
421427,[3],:,trigger 420261,,,,
421459,[32],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_1.bmp 421459,,,,
421959,[500],:,image croix 421959,,,,
426926,[4967],:,trigger 422661,,,,
426926,[0],:,trigger 425061,,,,
426961,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_1.bmp 426961,,,,
427461,[500],:,image croix 427461,,,,
431528,[4067],:,trigger 427461,,,,
431528,[0],:,trigger 429861,,,,
431563,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_8.bmp 431563,,,,
432063,[500],:,image croix 432063,,,,
435530,[3467],:,trigger 432261,,,,
435530,[0],:,trigger 434661,,,,
435564,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_8.bmp 435564,,,,
436031,[467],:,bouton_1 465,,,,
436064,[33],:,image croix 436064,,,,
439731,[3667],:,trigger 437061,,,,
439731,[0],:,trigger 439461,,,,
439731,[0],:,bouton_1 3397,,,,
439735,[4],:,bouton_1 3397,,,,
439767,[32],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.bmp 439766,,,,
440267,[500],:,image croix 440267,,,,
444634,[4367],:,trigger 441861,,,,
444634,[0],:,trigger 444262,,,,
444668,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_4.bmp 444668,,,,
445168,[500],:,image croix 445168,,,,
449135,[3967],:,bouton_1 145,,,,
449135,[0],:,trigger 446662,,,,
449135,[0],:,trigger 449061,,,,
449170,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_5.bmp 449170,,,,
449637,[467],:,bouton_1 411,,,,
449670,[33],:,image croix 449670,,,,
454237,[4567],:,trigger 451462,,,,
454237,[0],:,trigger 453861,,,,
454272,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_1.bmp 454272,,,,
454739,[467],:,bouton_1 416,,,,
454772,[33],:,image croix 454772,,,,
460239,[5467],:,trigger 456261,,,,
460239,[0],:,trigger 458661,,,,
460274,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_4.bmp 460274,,,,
460741,[467],:,bouton_1 427,,,,
460774,[33],:,image croix 460774,,,,
463741,[2967],:,trigger 461061,,,,
463741,[0],:,trigger 463461,,,,
463775,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_9.bmp 463775,,,,
464276,[501],:,image croix 464276,,,,
468743,[4467],:,trigger 465861,,,,
468743,[0],:,trigger 468262,,,,
468778,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_8.bmp 468777,,,,
469278,[500],:,image croix 469278,,,,
473845,[4567],:,trigger 470662,,,,
473845,[0],:,trigger 473062,,,,
473880,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_3.bmp 473880,,,,
474380,[500],:,image croix 474380,,,,
478647,[4267],:,trigger 475461,,,,
478647,[0],:,trigger 477861,,,,
478647,[0],:,bouton_1 3683,,,,
478682,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_3.bmp 478682,,,,
479182,[500],:,image croix 479182,,,,
484049,[4867],:,trigger 480261,,,,
484049,[0],:,trigger 482661,,,,
484084,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_8.bmp 484084,,,,
484584,[500],:,image croix 484584,,,,
488951,[4367],:,trigger 485062,,,,
488951,[0],:,trigger 487461,,,,
488986,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_2.bmp 488986,,,,
489453,[467],:,bouton_1 432,,,,
489486,[33],:,image croix 489486,,,,
492753,[3267],:,trigger 489862,,,,
492753,[0],:,trigger 492262,,,,
492787,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_2.bmp 492787,,,,
493254,[467],:,bouton_1 439,,,,
493288,[34],:,image croix 493288,,,,
498755,[5467],:,trigger 494661,,,,
498755,[0],:,trigger 497062,,,,
498790,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_7.bmp 498790,,,,
499290,[500],:,image croix 499290,,,,
503357,[4067],:,trigger 499462,,,,
503357,[0],:,trigger 501861,,,,
503392,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_5.bmp 503392,,,,
503892,[500],:,image croix 503892,,,,
507359,[3467],:,bouton_1 136,,,,
507359,[0],:,trigger 504262,,,,
507359,[0],:,trigger 506661,,,,
507394,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_4.bmp 507394,,,,
507894,[500],:,image croix 507894,,,,
513261,[5367],:,bouton_1 -33,,,,
513261,[0],:,trigger 509062,,,,
513261,[0],:,trigger 511461,,,,
513296,[35],:,image nostim.bmp 513296,,,,
513796,[500],:,image croix 513796,,,,
517964,[4168],:,trigger 513861,,,,
517964,[0],:,trigger 516260,,,,
517998,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_7.bmp 517998,,,,
518498,[500],:,image croix 518498,,,,
522065,[3567],:,trigger 518660,,,,
522065,[0],:,trigger 521063,,,,
522100,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_3.bmp 522100,,,,
522600,[500],:,image croix 522600,,,,
526967,[4367],:,trigger 523462,,,,
526967,[0],:,trigger 525861,,,,
527001,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_6.bmp 527001,,,,
527501,[500],:,image croix 527501,,,,
532268,[4767],:,bouton_1 65,,,,
532268,[0],:,trigger 528262,,,,
532269,[1],:,trigger 530661,,,,
532272,[3],:,bouton_1 3160,,,,
532304,[32],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_2.bmp 532304,,,,
532804,[500],:,image croix 532804,,,,
537171,[4367],:,trigger 533062,,,,
537171,[0],:,trigger 535462,,,,
537205,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_3.bmp 537205,,,,
537705,[500],:,image croix 537705,,,,
540372,[2667],:,trigger 537860,,,,
540372,[0],:,trigger 537860,,,,
540372,[0],:,trigger 537860,,,,
540375,[3],:,trigger 540262,,,,
540406,[31],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_7.bmp 540406,,,,
540907,[501],:,image croix 540907,,,,
546674,[5767],:,trigger 542661,,,,
546674,[0],:,trigger 545062,,,,
546692,[18],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_3.bmp 546692,,,,
547159,[467],:,bouton_1 464,,,,
547192,[33],:,image croix 547192,,,,
550659,[3467],:,trigger 547461,,,,
550659,[0],:,trigger 549861,,,,
550694,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_7.bmp 550694,,,,
551194,[500],:,image croix 551194,,,,
554861,[3667],:,bouton_1 61,,,,
554861,[0],:,trigger 552261,,,,
554861,[0],:,trigger 554661,,,,
554896,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_8.bmp 554896,,,,
555396,[500],:,image croix 555396,,,,
559563,[4167],:,trigger 557062,,,,
559563,[0],:,trigger 559462,,,,
559563,[0],:,Fin_run 1 : run 1,,,,
559598,[35],:,Key,76.0,UP,at,33415.0
613880,[54282],:,Key,77.0,DOWN,at,613880.0
613881,[1],:,Debut_run 2 : run 2,,,,
655710,[41829],:,Byte,107.0,COM1,at,655709.0
655710,[0],:,Byte,176.0,COM1,at,655709.0
655711,[1],:,Byte,218.0,COM1,at,655709.0
655714,[3],:,Byte,123.0,COM1,at,655709.0
655716,[2],:,Byte,44.0,COM1,at,655709.0
655719,[3],:,Byte,36.0,COM1,at,655709.0
655722,[3],:,Byte,107.0,COM1,at,655709.0
655724,[2],:,Byte,160.0,COM1,at,655709.0
655727,[3],:,Byte,223.0,COM1,at,655709.0
655730,[3],:,Byte,123.0,COM1,at,655710.0
655731,[1],:,Byte,44.0,COM1,at,655710.0
655734,[3],:,Byte,36.0,COM1,at,655710.0
655741,[7],:,Synchro_IRM,,,,
655770,[29],:,image nostim.bmp 655770,,,,
656170,[400],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_3.bmp 656170,,,,
656637,[467],:,bouton_1 441,,,,
656670,[33],:,image croix 656670,,,,
