Cog2000 log file Tue Jan 29 17:08:01 2013,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
825367,[31],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_1.bmp 825367,,,,
825867,[500],:,image croix 825867,,,,
830034,[4167],:,trigger 825935,,,,
830034,[0],:,trigger 828336,,,,
830069,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_9.bmp 830069,,,,
830570,[501],:,image croix 830570,,,,
834337,[3767],:,trigger 830736,,,,
834337,[0],:,trigger 833136,,,,
834370,[33],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_9.bmp 834370,,,,
834837,[467],:,bouton_1 392,,,,
834871,[34],:,image croix 834871,,,,
838638,[3767],:,trigger 835534,,,,
838638,[0],:,trigger 837936,,,,
838638,[0],:,bouton_1 3065,,,,
838672,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_6.bmp 838672,,,,
839173,[501],:,image croix 839173,,,,
842940,[3767],:,bouton_1 66,,,,
842940,[0],:,trigger 840335,,,,
842940,[0],:,trigger 842736,,,,
842974,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_2.bmp 842974,,,,
843441,[467],:,bouton_1 456,,,,
843475,[34],:,image croix 843474,,,,
848241,[4766],:,trigger 845135,,,,
848241,[0],:,trigger 847535,,,,
848277,[36],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_3.bmp 848277,,,,
848744,[467],:,bouton_1 392,,,,
848777,[33],:,image croix 848777,,,,
853044,[4267],:,trigger 849935,,,,
853044,[0],:,trigger 852334,,,,
853078,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_5.bmp 853078,,,,
853578,[500],:,image croix 853578,,,,
857345,[3767],:,bouton_1 77,,,,
857345,[0],:,trigger 854735,,,,
857345,[0],:,trigger 857135,,,,
857380,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_6.bmp 857380,,,,
857880,[500],:,image croix 857880,,,,
862947,[5067],:,trigger 859534,,,,
862947,[0],:,trigger 861935,,,,
862966,[19],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_5.bmp 862965,,,,
863466,[500],:,image croix 863466,,,,
868633,[5167],:,bouton_1 6,,,,
868633,[0],:,trigger 864329,,,,
868633,[0],:,trigger 866736,,,,
868668,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_5.bmp 868668,,,,
869168,[500],:,image croix 869168,,,,
872935,[3767],:,trigger 869135,,,,
872935,[0],:,trigger 871534,,,,
872970,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_6.bmp 872970,,,,
873437,[467],:,bouton_1 450,,,,
873470,[33],:,image croix 873470,,,,
877837,[4367],:,trigger 873935,,,,
877837,[0],:,trigger 876335,,,,
877871,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_7.bmp 877871,,,,
878371,[500],:,image croix 878371,,,,
881838,[3467],:,bouton_1 205,,,,
881838,[0],:,trigger 878731,,,,
881838,[0],:,trigger 881134,,,,
881873,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_9.bmp 881873,,,,
882340,[467],:,bouton_1 402,,,,
882373,[33],:,image croix 882373,,,,
887540,[5167],:,trigger 883535,,,,
887540,[0],:,trigger 885935,,,,
887559,[19],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_3.bmp 887559,,,,
888059,[500],:,image croix 888059,,,,
891126,[3067],:,trigger 888335,,,,
891126,[0],:,trigger 890735,,,,
891160,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_2.bmp 891160,,,,
891627,[467],:,bouton_1 449,,,,
891660,[33],:,image croix 891660,,,,
896727,[5067],:,trigger 893135,,,,
896727,[0],:,trigger 895535,,,,
896746,[19],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_8.bmp 896745,,,,
897212,[466],:,bouton_1 373,,,,
897246,[34],:,image croix 897246,,,,
901313,[4067],:,trigger 897935,,,,
901313,[0],:,trigger 900334,,,,
901348,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_7.bmp 901348,,,,
901848,[500],:,image croix 901848,,,,
906115,[4267],:,bouton_1 118,,,,
906115,[0],:,trigger 902736,,,,
906115,[0],:,trigger 905136,,,,
906150,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_9.bmp 906150,,,,
906650,[500],:,image croix 906650,,,,
911017,[4367],:,bouton_1 -22,,,,
911017,[0],:,trigger 907535,,,,
911017,[0],:,trigger 909935,,,,
911052,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_3.bmp 911052,,,,
911519,[467],:,bouton_1 464,,,,
911552,[33],:,image croix 911552,,,,
915919,[4367],:,trigger 912335,,,,
915919,[0],:,trigger 914735,,,,
915953,[34],:,image nostim.bmp 915953,,,,
916453,[500],:,image croix 916453,,,,
921120,[4667],:,trigger 917135,,,,
921120,[0],:,trigger 919535,,,,
921139,[19],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_2.bmp 921139,,,,
921607,[468],:,bouton_1 463,,,,
921639,[32],:,image croix 921639,,,,
924606,[2967],:,trigger 921935,,,,
924606,[0],:,trigger 924335,,,,
924641,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_4.bmp 924640,,,,
925141,[500],:,image croix 925141,,,,
930108,[4967],:,trigger 926736,,,,
930108,[0],:,trigger 929135,,,,
930143,[35],:,image nostim.bmp 930143,,,,
930643,[500],:,image croix 930643,,,,
935310,[4667],:,trigger 931535,,,,
935310,[0],:,trigger 933935,,,,
935345,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_8.bmp 935345,,,,
935845,[500],:,image croix 935845,,,,
940712,[4867],:,trigger 936335,,,,
940712,[0],:,trigger 938735,,,,
940747,[35],:,image nostim.bmp 940747,,,,
941214,[467],:,trigger 941136,,,,
941247,[33],:,image croix 941247,,,,
944414,[3167],:,trigger 943535,,,,
944448,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_9.bmp 944448,,,,
944948,[500],:,image croix 944948,,,,
949315,[4367],:,bouton_1 104,,,,
949315,[0],:,trigger 945935,,,,
949315,[0],:,trigger 948335,,,,
949351,[36],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_4.bmp 949350,,,,
949817,[466],:,bouton_1 447,,,,
949851,[34],:,image croix 949851,,,,
953518,[3667],:,trigger 950736,,,,
953518,[0],:,bouton_1 885,,,,
953518,[0],:,trigger 953135,,,,
953552,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_1.bmp 953552,,,,
954019,[467],:,bouton_1 454,,,,
954052,[33],:,image croix 954052,,,,
959919,[5867],:,trigger 955535,,,,
959919,[0],:,trigger 957935,,,,
959938,[19],:,image nostim.bmp 959938,,,,
960405,[467],:,trigger 960335,,,,
960438,[33],:,image croix 960438,,,,
964705,[4267],:,trigger 962736,,,,
964739,[34],:,image nostim.bmp 964739,,,,
965206,[467],:,trigger 965135,,,,
965240,[34],:,image croix 965240,,,,
967807,[2567],:,trigger 967535,,,,
967841,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_9.bmp 967841,,,,
968341,[500],:,image croix 968341,,,,
974308,[5967],:,bouton_1 23,,,,
974308,[0],:,trigger 969935,,,,
974308,[0],:,trigger 972335,,,,
974344,[36],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_8.bmp 974344,,,,
974811,[467],:,trigger 974735,,,,
974811,[0],:,bouton_1 391,,,,
974844,[33],:,image croix 974844,,,,
977611,[2767],:,trigger 977135,,,,
977645,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_6.bmp 977645,,,,
978146,[501],:,image croix 978145,,,,
983612,[5466],:,bouton_1 33,,,,
983612,[0],:,trigger 979535,,,,
983612,[0],:,trigger 981936,,,,
983648,[36],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_4.bmp 983648,,,,
984148,[500],:,image croix 984148,,,,
987115,[2967],:,bouton_1 -17,,,,
987115,[0],:,trigger 984335,,,,
987115,[0],:,trigger 986736,,,,
987149,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_7.bmp 987149,,,,
987649,[500],:,image croix 987649,,,,
992016,[4367],:,trigger 989135,,,,
992016,[0],:,trigger 991535,,,,
992051,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_4.bmp 992051,,,,
992551,[500],:,image croix 992551,,,,
997918,[5367],:,trigger 993935,,,,
997918,[0],:,trigger 996335,,,,
997953,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_8.bmp 997953,,,,
998453,[500],:,image croix 998453,,,,
1001820,[3367],:,bouton_1 66,,,,
1001820,[0],:,trigger 998735,,,,
1001820,[0],:,trigger 1001135,,,,
1001855,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_8.bmp 1001855,,,,
1002355,[500],:,image croix 1002355,,,,
1007722,[5367],:,trigger 1003534,,,,
1007722,[0],:,trigger 1005936,,,,
1007740,[18],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_2.bmp 1007740,,,,
1008240,[500],:,image croix 1008240,,,,
1012307,[4067],:,bouton_1 -26,,,,
1012307,[0],:,trigger 1008334,,,,
1012307,[0],:,trigger 1010736,,,,
1012342,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_1.bmp 1012342,,,,
1012843,[501],:,image croix 1012842,,,,
1016909,[4066],:,trigger 1013135,,,,
1016909,[0],:,trigger 1015535,,,,
1016945,[36],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_9.bmp 1016945,,,,
1017445,[500],:,image croix 1017445,,,,
1022312,[4867],:,bouton_1 58,,,,
1022312,[0],:,trigger 1017935,,,,
1022312,[0],:,trigger 1020336,,,,
1022346,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_6.bmp 1022346,,,,
1022813,[467],:,trigger 1022736,,,,
1022847,[34],:,image croix 1022847,,,,
1025814,[2967],:,bouton_1 132,,,,
1025814,[0],:,trigger 1025136,,,,
1025848,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_1.bmp 1025848,,,,
1026348,[500],:,image croix 1026348,,,,
1030915,[4567],:,bouton_1 -29,,,,
1030915,[0],:,trigger 1027535,,,,
1030915,[0],:,trigger 1029935,,,,
1030949,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_7.bmp 1030949,,,,
1031450,[501],:,image croix 1031450,,,,
1036517,[5067],:,bouton_1 -29,,,,
1036517,[0],:,trigger 1032335,,,,
1036517,[0],:,trigger 1034736,,,,
1036551,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_3.bmp 1036551,,,,
1037051,[500],:,image croix 1037051,,,,
1040118,[3067],:,bouton_1 8,,,,
1040118,[0],:,trigger 1037135,,,,
1040118,[0],:,trigger 1039535,,,,
1040154,[36],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_4.bmp 1040154,,,,
1040654,[500],:,image croix 1040654,,,,
1044921,[4267],:,trigger 1041935,,,,
1044921,[0],:,trigger 1044335,,,,
1044954,[33],:,image nostim.bmp 1044954,,,,
1045454,[500],:,image croix 1045454,,,,
1050921,[5467],:,trigger 1046734,,,,
1050921,[0],:,trigger 1046734,,,,
1050921,[0],:,trigger 1049136,,,,
1050958,[37],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_4.bmp 1050958,,,,
1051458,[500],:,image croix 1051458,,,,
1055725,[4267],:,bouton_1 22,,,,
1055725,[0],:,trigger 1051535,,,,
1055725,[0],:,trigger 1053935,,,,
1055760,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_1.bmp 1055760,,,,
1056227,[467],:,bouton_1 447,,,,
1056260,[33],:,image croix 1056260,,,,
1058927,[2667],:,trigger 1056336,,,,
1058927,[0],:,trigger 1058736,,,,
1058961,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_5.bmp 1058961,,,,
1059461,[500],:,image croix 1059461,,,,
1063828,[4367],:,bouton_1 21,,,,
1063828,[0],:,trigger 1061135,,,,
1063828,[0],:,trigger 1063536,,,,
1063864,[36],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_6.bmp 1063864,,,,
1064331,[467],:,bouton_1 402,,,,
1064364,[33],:,image croix 1064364,,,,
1070231,[5867],:,trigger 1065935,,,,
1070231,[0],:,trigger 1068336,,,,
1070266,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_3.bmp 1070266,,,,
1070766,[500],:,image croix 1070766,,,,
1075133,[4367],:,trigger 1070735,,,,
1075133,[0],:,trigger 1073136,,,,
1075167,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_9.bmp 1075167,,,,
1075634,[467],:,trigger 1075535,,,,
1075668,[34],:,image croix 1075668,,,,
1078135,[2467],:,trigger 1077936,,,,
1078169,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_4.bmp 1078169,,,,
1078669,[500],:,image croix 1078669,,,,
1083236,[4567],:,bouton_1 207,,,,
1083236,[0],:,trigger 1080335,,,,
1083236,[0],:,trigger 1082736,,,,
1083271,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_3.bmp 1083271,,,,
1083771,[500],:,image croix 1083771,,,,
1089238,[5467],:,bouton_1 52,,,,
1089238,[0],:,trigger 1085135,,,,
1089238,[0],:,trigger 1087535,,,,
1089274,[36],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_8.bmp 1089274,,,,
1089774,[500],:,image croix 1089774,,,,
1094041,[4267],:,trigger 1089935,,,,
1094041,[0],:,bouton_1 186,,,,
1094041,[0],:,trigger 1092335,,,,
1094075,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_2.bmp 1094075,,,,
1094575,[500],:,image croix 1094575,,,,
1097242,[2667],:,bouton_1 25,,,,
1097242,[0],:,trigger 1094736,,,,
1097242,[0],:,trigger 1097136,,,,
1097277,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_6.bmp 1097277,,,,
1097777,[500],:,image croix 1097777,,,,
1102544,[4767],:,trigger 1099535,,,,
1102544,[0],:,trigger 1101936,,,,
1102578,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_3.bmp 1102578,,,,
1103079,[501],:,image croix 1103078,,,,
1107545,[4466],:,trigger 1104335,,,,
1107545,[0],:,trigger 1106736,,,,
1107564,[19],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_1.bmp 1107564,,,,
1108065,[501],:,image croix 1108064,,,,
1113131,[5066],:,trigger 1109135,,,,
1113131,[0],:,trigger 1111535,,,,
1113150,[19],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_7.bmp 1113150,,,,
1113650,[500],:,image croix 1113650,,,,
1117417,[3767],:,trigger 1113935,,,,
1117417,[0],:,trigger 1116335,,,,
1117451,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_1.bmp 1117451,,,,
1117951,[500],:,image croix 1117951,,,,
1122118,[4167],:,bouton_1 46,,,,
1122118,[0],:,trigger 1118735,,,,
1122118,[0],:,trigger 1121135,,,,
1122154,[36],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_4.bmp 1122154,,,,
1122654,[500],:,image croix 1122654,,,,
1126021,[3367],:,bouton_1 89,,,,
1126021,[0],:,trigger 1123535,,,,
1126021,[0],:,trigger 1125936,,,,
1126055,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_2.bmp 1126055,,,,
1126555,[500],:,image croix 1126555,,,,
1131522,[4967],:,bouton_1 21,,,,
1131522,[0],:,trigger 1128335,,,,
1131522,[0],:,trigger 1130736,,,,
1131557,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_5.bmp 1131557,,,,
1132057,[500],:,image croix 1132057,,,,
1136024,[3967],:,bouton_1 79,,,,
1136024,[0],:,trigger 1133136,,,,
1136024,[0],:,trigger 1135535,,,,
1136059,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_8.bmp 1136059,,,,
1136559,[500],:,image croix 1136559,,,,
1142327,[5768],:,trigger 1137930,,,,
1142327,[0],:,trigger 1140335,,,,
1142362,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_3.bmp 1142362,,,,
1142829,[467],:,trigger 1142736,,,,
1142862,[33],:,image croix 1142862,,,,
1146229,[3367],:,bouton_1 34,,,,
1146229,[0],:,trigger 1145135,,,,
1146263,[34],:,image nostim.bmp 1146263,,,,
1146763,[500],:,image croix 1146763,,,,
1150230,[3467],:,trigger 1147530,,,,
1150230,[0],:,trigger 1149935,,,,
1150265,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.bmp 1150265,,,,
1150765,[500],:,image croix 1150765,,,,
1155832,[5067],:,trigger 1152335,,,,
1155832,[0],:,trigger 1154735,,,,
1155866,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.bmp 1155866,,,,
1156367,[501],:,image croix 1156367,,,,
1159534,[3167],:,bouton_1 160,,,,
1159534,[0],:,trigger 1157135,,,,
1159569,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.bmp 1159569,,,,
1160036,[467],:,trigger 1159535,,,,
1160069,[33],:,image croix 1160069,,,,
1165836,[5767],:,bouton_1 45,,,,
1165836,[0],:,trigger 1161935,,,,
1165836,[0],:,trigger 1164334,,,,
1165870,[34],:,image nostim.bmp 1165870,,,,
1166371,[501],:,image croix 1166371,,,,
1170838,[4467],:,trigger 1166736,,,,
1170838,[0],:,trigger 1169136,,,,
1170873,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_3.bmp 1170872,,,,
1171373,[500],:,image croix 1171373,,,,
1175440,[4067],:,trigger 1171535,,,,
1175440,[0],:,trigger 1173936,,,,
1175459,[19],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_6.bmp 1175459,,,,
1175958,[499],:,image croix 1175958,,,,
1179625,[3667],:,trigger 1176335,,,,
1179625,[0],:,trigger 1178737,,,,
1179659,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_7.bmp 1179659,,,,
1180159,[500],:,image croix 1180159,,,,
1184226,[4067],:,trigger 1181135,,,,
1184226,[0],:,trigger 1183535,,,,
1184226,[0],:,bouton_2 3376,,,,
1184262,[36],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_4.bmp 1184262,,,,
1184762,[500],:,image croix 1184762,,,,
1188729,[3967],:,bouton_1 -6,,,,
1188729,[0],:,trigger 1185935,,,,
1188729,[0],:,trigger 1188335,,,,
1188763,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_5.bmp 1188763,,,,
1189264,[501],:,image croix 1189264,,,,
1193331,[4067],:,bouton_1 39,,,,
1193331,[0],:,trigger 1190736,,,,
1193331,[0],:,trigger 1193135,,,,
1193365,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_2.bmp 1193365,,,,
1193865,[500],:,image croix 1193865,,,,
1197932,[4067],:,trigger 1195535,,,,
1197932,[0],:,Fin_run 1 : run 1,,,,
1197950,[18],:,Key,76.0,UP,at,700320.0
1282132,[84182],:,Key,77.0,DOWN,at,1282132.0
1282132,[0],:,Debut_run 2 : run 2,,,,
1292780,[10648],:,Byte,107.0,COM1,at,1292780.0
1292780,[0],:,Byte,176.0,COM1,at,1292780.0
1292780,[0],:,Byte,130.0,COM1,at,1292780.0
1292783,[3],:,Byte,214.0,COM1,at,1292780.0
1292785,[2],:,Byte,89.0,COM1,at,1292780.0
1292787,[2],:,Byte,0.0,COM1,at,1292780.0
1292790,[3],:,Byte,107.0,COM1,at,1292780.0
1292792,[2],:,Byte,160.0,COM1,at,1292780.0
1292794,[2],:,Byte,134.0,COM1,at,1292780.0
1292797,[3],:,Byte,214.0,COM1,at,1292780.0
1292799,[2],:,Byte,89.0,COM1,at,1292780.0
1292801,[2],:,Byte,0.0,COM1,at,1292780.0
1292804,[3],:,Synchro_IRM,,,,
