Cog2000 log file Tue Jul 03 18:19:24 2012,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
601603,[467],:,trigger 601569,,,,
601636,[33],:,image croix 601636,,,,
605503,[3867],:,bouton_1 108,,,,
605503,[0],:,trigger 603969,,,,
605538,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_4.BMP 605538,,,,
606038,[500],:,image croix 606038,,,,
610105,[4067],:,trigger 606370,,,,
610105,[0],:,bouton_1 1174,,,,
610105,[0],:,bouton_1 1174,,,,
610108,[3],:,bouton_1 1416,,,,
610111,[3],:,bouton_1 1534,,,,
610114,[3],:,trigger 608769,,,,
610139,[25],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_7.BMP 610139,,,,
610640,[501],:,image croix 610639,,,,
614406,[3766],:,trigger 611169,,,,
614406,[0],:,trigger 613569,,,,
614441,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_8.BMP 614441,,,,
614941,[500],:,image croix 614941,,,,
619608,[4667],:,trigger 615969,,,,
619608,[0],:,trigger 618369,,,,
619643,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_4.BMP 619643,,,,
620143,[500],:,image croix 620143,,,,
624810,[4667],:,bouton_1 601,,,,
624810,[0],:,trigger 620768,,,,
624810,[0],:,trigger 623169,,,,
624845,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_5.BMP 624845,,,,
625345,[500],:,image croix 625345,,,,
628512,[3167],:,trigger 625569,,,,
628512,[0],:,bouton_1 224,,,,
628512,[0],:,bouton_1 224,,,,
628515,[3],:,bouton_1 1268,,,,
628518,[3],:,trigger 627969,,,,
628547,[29],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_6.BMP 628546,,,,
629047,[500],:,image croix 629047,,,,
632914,[3867],:,trigger 630370,,,,
632914,[0],:,trigger 632769,,,,
632949,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_7.BMP 632949,,,,
633449,[500],:,image croix 633449,,,,
638816,[5367],:,trigger 635169,,,,
638816,[0],:,trigger 637569,,,,
638816,[0],:,bouton_2 4120,,,,
638851,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_3.BMP 638851,,,,
639351,[500],:,image croix 639351,,,,
643918,[4567],:,trigger 639969,,,,
643918,[0],:,trigger 642369,,,,
643936,[18],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_2.BMP 643936,,,,
644437,[501],:,image croix 644437,,,,
648504,[4067],:,bouton_1 70,,,,
648504,[0],:,trigger 644769,,,,
648504,[0],:,bouton_2 332,,,,
648507,[3],:,trigger 647169,,,,
648539,[32],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_8.BMP 648539,,,,
649039,[500],:,image croix 649039,,,,
652806,[3767],:,bouton_1 -19,,,,
652806,[0],:,trigger 649569,,,,
652806,[0],:,trigger 651969,,,,
652840,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_1.BMP 652840,,,,
653340,[500],:,image croix 653340,,,,
658507,[5167],:,bouton_1 97,,,,
658507,[0],:,trigger 654369,,,,
658507,[0],:,trigger 656769,,,,
658543,[36],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_6.BMP 658543,,,,
659043,[500],:,image croix 659043,,,,
661710,[2667],:,trigger 659169,,,,
661710,[0],:,trigger 661569,,,,
661710,[0],:,trigger 661569,,,,
661744,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_8.BMP 661744,,,,
662244,[500],:,image croix 662244,,,,
668011,[5767],:,bouton_1 -10,,,,
668011,[0],:,trigger 663970,,,,
668011,[0],:,trigger 666371,,,,
668046,[35],:,image nostim.BMP 668046,,,,
668546,[500],:,image croix 668546,,,,
671713,[3167],:,trigger 668770,,,,
671713,[0],:,trigger 671169,,,,
671748,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_5.BMP 671748,,,,
672248,[500],:,image croix 672248,,,,
677415,[5167],:,trigger 673569,,,,
677415,[0],:,trigger 675969,,,,
677415,[0],:,trigger 675969,,,,
677450,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_3.BMP 677450,,,,
677950,[500],:,image croix 677950,,,,
681917,[3967],:,trigger 678370,,,,
681917,[0],:,trigger 680769,,,,
681935,[18],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_1.BMP 681935,,,,
682435,[500],:,image croix 682435,,,,
685802,[3367],:,bouton_1 275,,,,
685802,[0],:,trigger 683169,,,,
685802,[0],:,trigger 685569,,,,
685836,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_6.BMP 685836,,,,
686336,[500],:,image croix 686336,,,,
692003,[5667],:,trigger 687968,,,,
692003,[0],:,trigger 690369,,,,
692040,[37],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_2.BMP 692040,,,,
692540,[500],:,image croix 692540,,,,
697007,[4467],:,bouton_1 145,,,,
697007,[0],:,trigger 692768,,,,
697007,[0],:,trigger 695169,,,,
697042,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_8.BMP 697042,,,,
697542,[500],:,image croix 697542,,,,
701809,[4267],:,trigger 697569,,,,
701809,[0],:,trigger 699969,,,,
701843,[34],:,image nostim.BMP 701843,,,,
702343,[500],:,image croix 702343,,,,
705810,[3467],:,trigger 702370,,,,
705810,[0],:,trigger 704770,,,,
705845,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_6.BMP 705844,,,,
706345,[500],:,image croix 706345,,,,
710212,[3867],:,trigger 707169,,,,
710212,[0],:,trigger 709570,,,,
710247,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_9.BMP 710247,,,,
710747,[500],:,image croix 710747,,,,
715914,[5167],:,bouton_1 34,,,,
715914,[0],:,trigger 711969,,,,
715914,[0],:,trigger 714370,,,,
715949,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_5.BMP 715949,,,,
716449,[500],:,image croix 716449,,,,
720916,[4467],:,trigger 716769,,,,
720916,[0],:,trigger 719169,,,,
720951,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_3.BMP 720951,,,,
721451,[500],:,image croix 721451,,,,
724818,[3367],:,trigger 721569,,,,
724818,[0],:,trigger 723969,,,,
724852,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_6.BMP 724852,,,,
725353,[501],:,image croix 725353,,,,
730520,[5167],:,trigger 726369,,,,
730520,[0],:,trigger 728769,,,,
730555,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_9.BMP 730554,,,,
731055,[500],:,image croix 731055,,,,
735522,[4467],:,bouton_1 36,,,,
735522,[0],:,trigger 731169,,,,
735523,[1],:,trigger 733569,,,,
735557,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_5.BMP 735557,,,,
736024,[467],:,trigger 735969,,,,
736057,[33],:,image croix 736057,,,,
740024,[3967],:,bouton_1 605,,,,
740024,[0],:,bouton_1 689,,,,
740024,[0],:,trigger 738369,,,,
740058,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_2.BMP 740058,,,,
740559,[501],:,image croix 740559,,,,
745126,[4567],:,trigger 740769,,,,
745126,[0],:,trigger 743169,,,,
745144,[18],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_7.BMP 745144,,,,
745611,[467],:,trigger 745569,,,,
745644,[33],:,image croix 745644,,,,
748911,[3267],:,bouton_1 345,,,,
748911,[0],:,trigger 747969,,,,
748946,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_2.BMP 748946,,,,
749446,[500],:,image croix 749446,,,,
753613,[4167],:,bouton_1 150,,,,
753613,[0],:,trigger 750370,,,,
753613,[0],:,trigger 752769,,,,
753647,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_5.BMP 753647,,,,
754148,[501],:,image croix 754148,,,,
758415,[4267],:,trigger 755169,,,,
758415,[0],:,trigger 757569,,,,
758450,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_6.BMP 758450,,,,
758950,[500],:,image croix 758950,,,,
763217,[4267],:,trigger 759969,,,,
763217,[0],:,trigger 762369,,,,
763252,[35],:,image nostim.BMP 763252,,,,
763752,[500],:,image croix 763752,,,,
768519,[4767],:,trigger 764769,,,,
768519,[0],:,trigger 767169,,,,
768553,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_7.BMP 768553,,,,
769053,[500],:,image croix 769053,,,,
773120,[4067],:,bouton_1 89,,,,
773120,[0],:,trigger 769569,,,,
773120,[0],:,trigger 771969,,,,
773155,[35],:,image nostim.BMP 773155,,,,
773656,[501],:,image croix 773656,,,,
777323,[3667],:,trigger 774369,,,,
777323,[0],:,trigger 776769,,,,
777357,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_8.BMP 777357,,,,
777857,[500],:,image croix 777857,,,,
781624,[3767],:,bouton_1 21,,,,
781624,[0],:,trigger 779169,,,,
781624,[0],:,trigger 781570,,,,
781659,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_8.BMP 781659,,,,
782126,[467],:,bouton_1 408,,,,
782159,[33],:,image croix 782159,,,,
787826,[5667],:,bouton_1 75,,,,
787826,[0],:,trigger 783969,,,,
787826,[0],:,trigger 786370,,,,
787861,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_9.BMP 787861,,,,
788328,[467],:,bouton_1 464,,,,
788362,[34],:,image croix 788361,,,,
792528,[4166],:,trigger 788770,,,,
792528,[0],:,trigger 791169,,,,
792546,[18],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_4.BMP 792546,,,,
793046,[500],:,image croix 793046,,,,
797913,[4867],:,bouton_1 162,,,,
797913,[0],:,trigger 793569,,,,
797914,[1],:,trigger 795969,,,,
797949,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_1.BMP 797949,,,,
798416,[467],:,trigger 798370,,,,
798449,[33],:,image croix 798449,,,,
801416,[2967],:,bouton_1 120,,,,
801416,[0],:,trigger 800769,,,,
801450,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_2.BMP 801450,,,,
801950,[500],:,image croix 801950,,,,
806817,[4867],:,bouton_1 198,,,,
806817,[0],:,trigger 803169,,,,
806817,[0],:,trigger 805569,,,,
806852,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_2.BMP 806852,,,,
807352,[500],:,image croix 807352,,,,
810919,[3567],:,trigger 807969,,,,
810919,[0],:,bouton_2 617,,,,
810919,[0],:,trigger 810369,,,,
810954,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_4.BMP 810954,,,,
811454,[500],:,image croix 811454,,,,
816221,[4767],:,bouton_1 259,,,,
816221,[0],:,trigger 812769,,,,
816221,[0],:,trigger 815169,,,,
816256,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_6.BMP 816256,,,,
816756,[500],:,image croix 816756,,,,
820823,[4067],:,trigger 817571,,,,
820823,[0],:,trigger 817571,,,,
820823,[0],:,trigger 819970,,,,
820858,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_5.BMP 820858,,,,
821358,[500],:,image croix 821358,,,,
826725,[5367],:,bouton_1 596,,,,
826725,[0],:,trigger 822370,,,,
826725,[0],:,trigger 824769,,,,
826760,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_4.BMP 826760,,,,
827227,[467],:,trigger 827169,,,,
827260,[33],:,image croix 827260,,,,
830828,[3568],:,bouton_1 98,,,,
830828,[0],:,trigger 829569,,,,
830862,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_5.BMP 830862,,,,
831362,[500],:,image croix 831362,,,,
836329,[4967],:,trigger 831969,,,,
836329,[0],:,trigger 834370,,,,
836364,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_9.BMP 836364,,,,
836831,[467],:,trigger 836769,,,,
836865,[34],:,image croix 836864,,,,
840931,[4066],:,bouton_1 1667,,,,
840931,[0],:,trigger 839169,,,,
840966,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_1.BMP 840966,,,,
841466,[500],:,image croix 841466,,,,
844233,[2767],:,bouton_1 48,,,,
844233,[0],:,trigger 841569,,,,
844233,[0],:,trigger 843969,,,,
844267,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_7.BMP 844267,,,,
844767,[500],:,image croix 844767,,,,
849834,[5067],:,bouton_1 249,,,,
849834,[0],:,trigger 846370,,,,
849834,[0],:,trigger 848769,,,,
849870,[36],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_6.BMP 849870,,,,
850370,[500],:,image croix 850370,,,,
854137,[3767],:,bouton_1 329,,,,
854137,[0],:,trigger 851169,,,,
854137,[0],:,trigger 853570,,,,
854171,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_1.BMP 854171,,,,
854671,[500],:,image croix 854671,,,,
859638,[4967],:,bouton_1 81,,,,
859638,[0],:,trigger 855969,,,,
859638,[0],:,trigger 858370,,,,
859673,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_2.BMP 859673,,,,
860173,[500],:,image croix 860173,,,,
863440,[3267],:,bouton_1 -24,,,,
863440,[0],:,trigger 860770,,,,
863440,[0],:,trigger 863169,,,,
863475,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_3.BMP 863475,,,,
863942,[467],:,bouton_1 383,,,,
863975,[33],:,image croix 863975,,,,
869442,[5467],:,trigger 865569,,,,
869442,[0],:,trigger 867969,,,,
869460,[18],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_1.BMP 869460,,,,
869961,[501],:,image croix 869960,,,,
874127,[4166],:,bouton_1 140,,,,
874127,[0],:,trigger 870370,,,,
874127,[0],:,trigger 872769,,,,
874163,[36],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_7.BMP 874163,,,,
874663,[500],:,image croix 874663,,,,
877830,[3167],:,bouton_1 130,,,,
877830,[0],:,trigger 875170,,,,
877830,[0],:,trigger 877570,,,,
877864,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_4.BMP 877864,,,,
878365,[501],:,image croix 878365,,,,
883232,[4867],:,bouton_1 139,,,,
883232,[0],:,trigger 879969,,,,
883232,[0],:,trigger 882369,,,,
883266,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_3.BMP 883266,,,,
883766,[500],:,image croix 883766,,,,
888133,[4367],:,bouton_1 142,,,,
888133,[0],:,trigger 884769,,,,
888133,[0],:,trigger 887169,,,,
888169,[36],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_7.BMP 888169,,,,
888669,[500],:,image croix 888669,,,,
893336,[4667],:,bouton_1 141,,,,
893336,[0],:,bouton_1 141,,,,
893336,[0],:,trigger 889569,,,,
893339,[3],:,trigger 891964,,,,
893371,[32],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_5.BMP 893371,,,,
893871,[500],:,image croix 893871,,,,
897338,[3467],:,trigger 894370,,,,
897338,[0],:,trigger 896770,,,,
897373,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_2.BMP 897372,,,,
897873,[500],:,image croix 897873,,,,
902340,[4467],:,bouton_1 33,,,,
902340,[0],:,trigger 899169,,,,
902340,[0],:,trigger 901570,,,,
902375,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_2.BMP 902374,,,,
902875,[500],:,image croix 902875,,,,
907042,[4167],:,bouton_1 108,,,,
907042,[0],:,trigger 903970,,,,
907042,[0],:,trigger 906369,,,,
907076,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_1.BMP 907076,,,,
907576,[500],:,image croix 907576,,,,
912043,[4467],:,bouton_1 -25,,,,
912043,[0],:,trigger 908769,,,,
912044,[1],:,trigger 911169,,,,
912078,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_9.BMP 912078,,,,
912545,[467],:,bouton_1 373,,,,
912579,[34],:,image croix 912578,,,,
916145,[3566],:,trigger 913569,,,,
916145,[0],:,trigger 915969,,,,
916179,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_6.BMP 916179,,,,
916680,[501],:,image croix 916680,,,,
921447,[4767],:,trigger 918369,,,,
921447,[0],:,trigger 920769,,,,
921465,[18],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_1.BMP 921465,,,,
921965,[500],:,image croix 921965,,,,
927232,[5267],:,bouton_1 70,,,,
927232,[0],:,trigger 923169,,,,
927232,[0],:,trigger 925569,,,,
927267,[35],:,image nostim.BMP 927267,,,,
927768,[501],:,image croix 927768,,,,
930835,[3067],:,trigger 927968,,,,
930835,[0],:,trigger 930371,,,,
930869,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_4.BMP 930869,,,,
931369,[500],:,image croix 931369,,,,
935936,[4567],:,bouton_1 62,,,,
935936,[0],:,trigger 932770,,,,
935936,[0],:,trigger 935169,,,,
935971,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_3.BMP 935971,,,,
936471,[500],:,image croix 936471,,,,
941438,[4967],:,bouton_1 159,,,,
941438,[0],:,trigger 937570,,,,
941438,[0],:,trigger 939969,,,,
941473,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_9.BMP 941473,,,,
941973,[500],:,image croix 941973,,,,
945140,[3167],:,bouton_1 -12,,,,
945140,[0],:,trigger 942370,,,,
945140,[0],:,trigger 944770,,,,
945174,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_9.BMP 945174,,,,
945675,[501],:,image croix 945675,,,,
949842,[4167],:,bouton_1 22,,,,
949842,[0],:,trigger 947169,,,,
949842,[0],:,trigger 949570,,,,
949877,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_8.BMP 949877,,,,
950377,[500],:,image croix 950377,,,,
954944,[4567],:,trigger 951969,,,,
954944,[0],:,trigger 954370,,,,
954979,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_5.BMP 954979,,,,
955479,[500],:,image croix 955479,,,,
960946,[5467],:,trigger 956770,,,,
960946,[0],:,trigger 959169,,,,
960964,[18],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_7.BMP 960964,,,,
961464,[500],:,image croix 961464,,,,
965331,[3867],:,bouton_1 12,,,,
965331,[0],:,trigger 961569,,,,
965331,[0],:,trigger 963969,,,,
965366,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_8.BMP 965366,,,,
965833,[467],:,bouton_1 448,,,,
965867,[34],:,image croix 965867,,,,
970134,[4267],:,trigger 966369,,,,
970134,[0],:,trigger 968770,,,,
970169,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_2.BMP 970169,,,,
970636,[467],:,bouton_1 436,,,,
970669,[33],:,image croix 970669,,,,
973636,[2967],:,trigger 971169,,,,
973636,[0],:,trigger 973570,,,,
973637,[1],:,trigger 973570,,,,
973640,[3],:,Fin_run 1 : run 1,,,,
973669,[29],:,Key,76.0,UP,at,487436.0
1078993,[105324],:,Key,77.0,DOWN,at,1078993.0
1078994,[1],:,Debut_run 2 : run 2,,,,
1090127,[11133],:,Byte,107.0,COM1,at,1090127.0
1090127,[0],:,Byte,176.0,COM1,at,1090127.0
1090127,[0],:,Byte,14.0,COM1,at,1090127.0
1090130,[3],:,Byte,64.0,COM1,at,1090127.0
1090133,[3],:,Byte,142.0,COM1,at,1090127.0
1090135,[2],:,Byte,0.0,COM1,at,1090127.0
1090138,[3],:,Byte,107.0,COM1,at,1090127.0
1090140,[2],:,Byte,160.0,COM1,at,1090127.0
1090143,[3],:,Byte,18.0,COM1,at,1090127.0
1090145,[2],:,Byte,64.0,COM1,at,1090127.0
1090148,[3],:,Byte,142.0,COM1,at,1090127.0
1090151,[3],:,Byte,0.0,COM1,at,1090127.0
