Cog2000 log file Tue Feb 05 18:21:41 2013,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
153351,[4867],:,bouton_1 416,,,,
153351,[0],:,trigger 150158,,,,
153351,[0],:,trigger 152559,,,,
153387,[36],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_9.bmp 153387,,,,
153887,[500],:,image croix 153887,,,,
158854,[4967],:,trigger 154959,,,,
158854,[0],:,trigger 157358,,,,
158889,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_1.bmp 158889,,,,
159389,[500],:,image croix 159389,,,,
162257,[2868],:,trigger 159758,,,,
162257,[0],:,bouton_1 583,,,,
162257,[0],:,trigger 162158,,,,
162290,[33],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_5.bmp 162290,,,,
162790,[500],:,image croix 162790,,,,
168057,[5267],:,bouton_1 285,,,,
168057,[0],:,trigger 164559,,,,
168057,[0],:,trigger 166959,,,,
168093,[36],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_2.bmp 168093,,,,
168593,[500],:,image croix 168593,,,,
173760,[5167],:,bouton_1 282,,,,
173760,[0],:,trigger 169358,,,,
173760,[0],:,trigger 171760,,,,
173795,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_2.bmp 173795,,,,
174262,[467],:,trigger 174158,,,,
174295,[33],:,image croix 174295,,,,
177362,[3067],:,trigger 176559,,,,
177362,[0],:,trigger 176559,,,,
177396,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_1.bmp 177396,,,,
177896,[500],:,image croix 177896,,,,
182563,[4667],:,trigger 178959,,,,
182563,[0],:,trigger 181359,,,,
182599,[36],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_4.bmp 182598,,,,
183099,[500],:,image croix 183099,,,,
186166,[3067],:,trigger 183759,,,,
186166,[0],:,trigger 186158,,,,
186199,[33],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_1.bmp 186199,,,,
186700,[501],:,image croix 186700,,,,
190967,[4267],:,bouton_1 312,,,,
190967,[0],:,trigger 188558,,,,
190967,[0],:,bouton_1 2863,,,,
190970,[3],:,trigger 190959,,,,
191002,[32],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_5.bmp 191002,,,,
191502,[500],:,image croix 191502,,,,
196169,[4667],:,trigger 193358,,,,
196169,[0],:,trigger 195758,,,,
196204,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_8.bmp 196204,,,,
196704,[500],:,image croix 196704,,,,
201871,[5167],:,trigger 198158,,,,
201871,[0],:,trigger 200559,,,,
201906,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_6.bmp 201906,,,,
202406,[500],:,image croix 202406,,,,
207173,[4767],:,bouton_1 268,,,,
207173,[0],:,trigger 202958,,,,
207173,[0],:,bouton_2 552,,,,
207176,[3],:,bouton_2 552,,,,
207178,[2],:,trigger 205359,,,,
207208,[30],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_1.bmp 207208,,,,
207708,[500],:,image croix 207708,,,,
210975,[3267],:,trigger 207759,,,,
210975,[0],:,trigger 210159,,,,
211010,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_1.bmp 211010,,,,
211510,[500],:,image croix 211510,,,,
216077,[4567],:,bouton_1 847,,,,
216077,[0],:,trigger 212559,,,,
216077,[0],:,trigger 214959,,,,
216111,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_9.bmp 216111,,,,
216612,[501],:,image croix 216612,,,,
221379,[4767],:,trigger 217358,,,,
221379,[0],:,trigger 219759,,,,
221414,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_5.bmp 221414,,,,
221914,[500],:,image croix 221914,,,,
224981,[3067],:,trigger 222158,,,,
224981,[0],:,bouton_1 435,,,,
224981,[0],:,trigger 224559,,,,
225016,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_9.bmp 225016,,,,
225483,[467],:,bouton_1 192,,,,
225516,[33],:,image croix 225516,,,,
230883,[5367],:,trigger 226959,,,,
230883,[0],:,trigger 229358,,,,
230883,[0],:,bouton_1 3899,,,,
230918,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_3.bmp 230918,,,,
231418,[500],:,image croix 231418,,,,
234285,[2867],:,trigger 231759,,,,
234285,[0],:,trigger 234158,,,,
234319,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_4.bmp 234319,,,,
234819,[500],:,image croix 234819,,,,
240786,[5967],:,bouton_1 303,,,,
240786,[0],:,trigger 236559,,,,
240786,[0],:,trigger 238958,,,,
240821,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_9.bmp 240821,,,,
241322,[501],:,image croix 241322,,,,
244689,[3367],:,trigger 241359,,,,
244689,[0],:,bouton_1 1531,,,,
244689,[0],:,trigger 243759,,,,
244724,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_8.bmp 244724,,,,
245224,[500],:,image croix 245224,,,,
248991,[3767],:,trigger 246159,,,,
248991,[0],:,trigger 248559,,,,
249025,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_8.bmp 249024,,,,
249525,[500],:,image croix 249525,,,,
255192,[5667],:,trigger 250960,,,,
255192,[0],:,trigger 253358,,,,
255192,[0],:,bouton_1 3833,,,,
255228,[36],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_8.bmp 255228,,,,
255728,[500],:,image croix 255728,,,,
258595,[2867],:,trigger 255759,,,,
258595,[0],:,bouton_1 2344,,,,
258595,[0],:,trigger 258158,,,,
258629,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_7.bmp 258629,,,,
259129,[500],:,image croix 259129,,,,
264296,[5167],:,trigger 260559,,,,
264296,[0],:,trigger 262959,,,,
264314,[18],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_8.bmp 264314,,,,
264814,[500],:,image croix 264814,,,,
267881,[3067],:,trigger 265358,,,,
267881,[0],:,trigger 267759,,,,
267916,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_6.bmp 267916,,,,
268416,[500],:,image croix 268416,,,,
274483,[6067],:,bouton_1 -9,,,,
274483,[0],:,trigger 270158,,,,
274483,[0],:,trigger 272559,,,,
274519,[36],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_1.bmp 274519,,,,
274986,[467],:,trigger 274959,,,,
275019,[33],:,image croix 275019,,,,
278586,[3567],:,trigger 277358,,,,
278620,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_4.bmp 278620,,,,
279120,[500],:,image croix 279120,,,,
283687,[4567],:,trigger 279758,,,,
283687,[0],:,bouton_1 1500,,,,
283687,[0],:,trigger 282159,,,,
283723,[36],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_4.bmp 283723,,,,
284223,[500],:,image croix 284223,,,,
287890,[3667],:,trigger 284559,,,,
287890,[0],:,bouton_1 2731,,,,
287890,[0],:,trigger 286954,,,,
287924,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_2.bmp 287924,,,,
288424,[500],:,image croix 288424,,,,
291791,[3367],:,trigger 289358,,,,
291791,[0],:,bouton_1 3152,,,,
291791,[0],:,trigger 291759,,,,
291825,[34],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_1.bmp 291825,,,,
292326,[501],:,image croix 292325,,,,
298392,[6066],:,trigger 293055,,,,
298392,[0],:,trigger 294159,,,,
298392,[0],:,bouton_1 4111,,,,
298395,[3],:,trigger 296559,,,,
298428,[33],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_2.bmp 298428,,,,
298929,[501],:,image croix 298929,,,,
303196,[4267],:,trigger 298959,,,,
303196,[0],:,trigger 301359,,,,
303230,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_3.bmp 303230,,,,
303730,[500],:,image croix 303730,,,,
307497,[3767],:,trigger 303759,,,,
307497,[0],:,trigger 306158,,,,
307532,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.bmp 307532,,,,
308032,[500],:,image croix 308032,,,,
311099,[3067],:,trigger 308559,,,,
311099,[0],:,trigger 310959,,,,
311133,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_1.bmp 311133,,,,
311634,[501],:,image croix 311634,,,,
316101,[4467],:,trigger 313358,,,,
316101,[0],:,bouton_1 2187,,,,
316101,[0],:,trigger 315759,,,,
316136,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_4.bmp 316135,,,,
316636,[500],:,image croix 316636,,,,
321903,[5267],:,trigger 318158,,,,
321903,[0],:,trigger 320560,,,,
321937,[34],:,image nostim.bmp 321937,,,,
322437,[500],:,image croix 322437,,,,
327104,[4667],:,trigger 322959,,,,
327104,[0],:,trigger 325358,,,,
327124,[20],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_4.bmp 327124,,,,
327623,[499],:,image croix 327623,,,,
331390,[3767],:,trigger 327759,,,,
331390,[0],:,trigger 330159,,,,
331390,[0],:,bouton_1 2579,,,,
331425,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_8.bmp 331425,,,,
331925,[500],:,image croix 331925,,,,
336592,[4667],:,trigger 332560,,,,
336592,[0],:,trigger 334959,,,,
336627,[35],:,image nostim.bmp 336627,,,,
337127,[500],:,image croix 337127,,,,
340494,[3367],:,trigger 337359,,,,
340494,[0],:,trigger 339759,,,,
340528,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_9.bmp 340528,,,,
341028,[500],:,image croix 341028,,,,
345995,[4967],:,trigger 342158,,,,
345995,[0],:,trigger 344559,,,,
345995,[0],:,bouton_1 4189,,,,
346030,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_2.bmp 346030,,,,
346531,[501],:,image croix 346531,,,,
350298,[3767],:,trigger 346959,,,,
350298,[0],:,trigger 349358,,,,
350332,[34],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_7.bmp 350332,,,,
350833,[501],:,image croix 350833,,,,
355400,[4567],:,trigger 351758,,,,
355400,[0],:,trigger 354158,,,,
355435,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_6.bmp 355435,,,,
355935,[500],:,image croix 355935,,,,
360702,[4767],:,trigger 356560,,,,
360702,[0],:,trigger 358959,,,,
360702,[0],:,bouton_1 3399,,,,
360736,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_4.bmp 360736,,,,
361236,[500],:,image croix 361236,,,,
365703,[4467],:,trigger 361359,,,,
365703,[0],:,bouton_1 2088,,,,
365703,[0],:,trigger 363760,,,,
365738,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.bmp 365738,,,,
366205,[467],:,trigger 366159,,,,
366239,[34],:,image croix 366238,,,,
369305,[3066],:,trigger 368559,,,,
369323,[18],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_7.bmp 369323,,,,
369823,[500],:,image croix 369823,,,,
374890,[5067],:,trigger 370959,,,,
374890,[0],:,trigger 373359,,,,
374926,[36],:,image nostim.bmp 374926,,,,
375426,[500],:,image croix 375426,,,,
380093,[4667],:,trigger 375759,,,,
380093,[0],:,trigger 378158,,,,
380128,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_9.bmp 380128,,,,
380595,[467],:,trigger 380559,,,,
380628,[33],:,image croix 380628,,,,
384295,[3667],:,trigger 382959,,,,
384329,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_9.bmp 384329,,,,
384830,[501],:,image croix 384829,,,,
388996,[4166],:,trigger 385358,,,,
388996,[0],:,trigger 387759,,,,
389015,[19],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_2.bmp 389015,,,,
389515,[500],:,image croix 389515,,,,
393082,[3567],:,bouton_1 378,,,,
393082,[0],:,trigger 390159,,,,
393082,[0],:,trigger 392559,,,,
393116,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_3.bmp 393116,,,,
393616,[500],:,image croix 393616,,,,
398283,[4667],:,bouton_1 321,,,,
398283,[0],:,trigger 394959,,,,
398283,[0],:,trigger 397354,,,,
398286,[3],:,bouton_1 4460,,,,
398288,[2],:,trigger 398076,,,,
398318,[30],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_3.bmp 398318,,,,
398818,[500],:,image croix 398818,,,,
403585,[4767],:,trigger 399760,,,,
403585,[0],:,bouton_2 942,,,,
403585,[0],:,bouton_2 942,,,,
403588,[3],:,trigger 402159,,,,
403620,[32],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_5.bmp 403620,,,,
404121,[501],:,image croix 404121,,,,
408488,[4367],:,bouton_1 135,,,,
408488,[0],:,trigger 404560,,,,
408488,[0],:,bouton_1 2282,,,,
408491,[3],:,trigger 406958,,,,
408522,[31],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_6.bmp 408522,,,,
409022,[500],:,image croix 409022,,,,
413690,[4668],:,trigger 409359,,,,
413690,[0],:,trigger 411760,,,,
413725,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_6.bmp 413725,,,,
414192,[467],:,trigger 414158,,,,
414225,[33],:,image croix 414225,,,,
417892,[3667],:,trigger 416559,,,,
417892,[0],:,bouton_1 2931,,,,
417927,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_7.bmp 417926,,,,
418427,[500],:,image croix 418427,,,,
422894,[4467],:,trigger 418959,,,,
422894,[0],:,trigger 421358,,,,
422929,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_9.bmp 422929,,,,
423429,[500],:,image croix 423429,,,,
426996,[3567],:,trigger 423759,,,,
426996,[0],:,bouton_1 1942,,,,
426996,[0],:,trigger 426159,,,,
427030,[34],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_7.bmp 427030,,,,
427530,[500],:,image croix 427530,,,,
430997,[3467],:,trigger 428559,,,,
430997,[0],:,trigger 430959,,,,
431031,[34],:,image nostim.bmp 431031,,,,
431532,[501],:,image croix 431531,,,,
437098,[5566],:,trigger 433359,,,,
437098,[0],:,trigger 435760,,,,
437117,[19],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_2.bmp 437117,,,,
437617,[500],:,image croix 437617,,,,
442184,[4567],:,bouton_1 432,,,,
442184,[0],:,trigger 438158,,,,
442184,[0],:,trigger 440559,,,,
442220,[36],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_5.bmp 442220,,,,
442720,[500],:,image croix 442720,,,,
447287,[4567],:,trigger 442959,,,,
447287,[0],:,trigger 445358,,,,
447321,[34],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_8.bmp 447321,,,,
447789,[468],:,trigger 447759,,,,
447821,[32],:,image croix 447821,,,,
450988,[3167],:,trigger 450159,,,,
451022,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_7.bmp 451022,,,,
451523,[501],:,image croix 451523,,,,
456790,[5267],:,trigger 452559,,,,
456790,[0],:,trigger 454958,,,,
456825,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_9.bmp 456825,,,,
457325,[500],:,image croix 457325,,,,
461492,[4167],:,trigger 457359,,,,
461492,[0],:,bouton_1 34,,,,
461492,[0],:,bouton_1 34,,,,
461495,[3],:,bouton_1 670,,,,
461497,[2],:,trigger 459759,,,,
461527,[30],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_3.bmp 461527,,,,
462027,[500],:,image croix 462027,,,,
465994,[3967],:,trigger 462158,,,,
465994,[0],:,bouton_1 581,,,,
465994,[0],:,trigger 464559,,,,
466029,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_8.bmp 466029,,,,
466529,[500],:,image croix 466529,,,,
470396,[3867],:,bouton_1 366,,,,
470396,[0],:,trigger 466958,,,,
470396,[0],:,trigger 469358,,,,
470431,[35],:,image nostim.bmp 470431,,,,
470931,[500],:,image croix 470931,,,,
475998,[5067],:,trigger 471760,,,,
475998,[0],:,trigger 474159,,,,
476033,[35],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_6.bmp 476033,,,,
476533,[500],:,image croix 476533,,,,
479900,[3367],:,trigger 476560,,,,
479900,[0],:,trigger 478959,,,,
479935,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_7.bmp 479935,,,,
480435,[500],:,image croix 480435,,,,
485802,[5367],:,bouton_1 321,,,,
485802,[0],:,trigger 481359,,,,
485802,[0],:,trigger 483759,,,,
485837,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_9.bmp 485837,,,,
486304,[467],:,trigger 486159,,,,
486337,[33],:,image croix 486337,,,,
489004,[2667],:,bouton_1 445,,,,
489004,[0],:,trigger 488560,,,,
489038,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_8.bmp 489038,,,,
489538,[500],:,image croix 489538,,,,
493805,[4267],:,trigger 490959,,,,
493805,[0],:,trigger 493359,,,,
493823,[18],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_3.bmp 493823,,,,
494323,[500],:,image croix 494323,,,,
499790,[5467],:,bouton_1 1002,,,,
499790,[0],:,trigger 495759,,,,
499790,[0],:,trigger 498159,,,,
499826,[36],:,image Morphs_IRM\MORPH_15_PERCENT_FAMILIARITY\morph_15_3.bmp 499826,,,,
500326,[500],:,image croix 500326,,,,
504093,[3767],:,trigger 500559,,,,
504093,[0],:,bouton_1 485,,,,
504093,[0],:,trigger 502959,,,,
504128,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_2.bmp 504128,,,,
504628,[500],:,image croix 504628,,,,
509495,[4867],:,bouton_1 307,,,,
509495,[0],:,trigger 505358,,,,
509495,[0],:,trigger 507760,,,,
509530,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_4.bmp 509529,,,,
510030,[500],:,image croix 510030,,,,
513597,[3567],:,trigger 510159,,,,
513597,[0],:,bouton_1 365,,,,
513597,[0],:,trigger 512561,,,,
513631,[34],:,image nostim.bmp 513631,,,,
514131,[500],:,image croix 514131,,,,
517898,[3767],:,trigger 514958,,,,
517898,[0],:,trigger 517359,,,,
517933,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_2.bmp 517933,,,,
518433,[500],:,image croix 518433,,,,
523801,[5368],:,bouton_1 55,,,,
523801,[0],:,trigger 519759,,,,
523801,[0],:,trigger 522159,,,,
523836,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_8.bmp 523836,,,,
524336,[500],:,image croix 524336,,,,
527003,[2667],:,trigger 524559,,,,
527003,[0],:,bouton_1 340,,,,
527003,[0],:,trigger 526959,,,,
527006,[3],:,Fin_run 1 : run 1,,,,
527037,[31],:,Key,76.0,UP,at,4413.0
577190,[50153],:,Key,77.0,DOWN,at,577190.0
577190,[0],:,Debut_run 2 : run 2,,,,
578270,[1080],:,Byte,107.0,COM1,at,578270.0
578270,[0],:,Byte,48.0,COM1,at,578270.0
578271,[1],:,Byte,89.0,COM1,at,578270.0
578273,[2],:,Byte,8.0,COM1,at,578270.0
578279,[6],:,Byte,100.0,COM1,at,578270.0
578282,[3],:,Byte,36.0,COM1,at,578270.0
578578,[296],:,Byte,107.0,COM1,at,578577.0
578578,[0],:,Byte,32.0,COM1,at,578577.0
578578,[0],:,Byte,140.0,COM1,at,578577.0
578581,[3],:,Byte,9.0,COM1,at,578577.0
578583,[2],:,Byte,100.0,COM1,at,578577.0
578586,[3],:,Byte,36.0,COM1,at,578577.0
582909,[4323],:,Byte,107.0,COM1,at,582909.0
582910,[1],:,Byte,48.0,COM1,at,582909.0
582910,[0],:,Byte,112.0,COM1,at,582909.0
582912,[2],:,Byte,26.0,COM1,at,582909.0
582915,[3],:,Byte,100.0,COM1,at,582909.0
582917,[2],:,Byte,36.0,COM1,at,582909.0
