Cog2000 log file Tue Jul 03 17:06:19 2012,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
gprim v1.30 Compiled:Jul  4 2011 (GLib DirectDraw v7 DX9.0 Compiled:Jul  4 2011),,,,,,,
Display:1024x768x32 59.99Hz,,,,,,,
CogInput v1.05 Compiled: May 14 2010,,,,,,,
CogSerial v1.05 Compiled: May 14 2010,,,,,,,
376604,[36],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_4.BMP 376604,,,,
377071,[467],:,trigger 377002,,,,
377104,[33],:,image croix 377104,,,,
380971,[3867],:,trigger 379403,,,,
381005,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_1.BMP 381005,,,,
381506,[501],:,image croix 381505,,,,
384272,[2766],:,trigger 381803,,,,
384272,[0],:,trigger 384202,,,,
384290,[18],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_1.BMP 384290,,,,
384790,[500],:,image croix 384790,,,,
390657,[5867],:,trigger 386603,,,,
390657,[0],:,trigger 389002,,,,
390676,[19],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_1.BMP 390676,,,,
391176,[500],:,image croix 391176,,,,
395243,[4067],:,trigger 391404,,,,
395243,[0],:,bouton_1 552,,,,
395243,[0],:,trigger 393803,,,,
395278,[35],:,image nostim.BMP 395278,,,,
395778,[500],:,image croix 395778,,,,
398645,[2867],:,trigger 396202,,,,
398645,[0],:,trigger 398603,,,,
398679,[34],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_6.BMP 398679,,,,
399180,[501],:,image croix 399179,,,,
403546,[4366],:,trigger 401003,,,,
403546,[0],:,trigger 403404,,,,
403581,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_2.BMP 403581,,,,
404081,[500],:,image croix 404081,,,,
409048,[4967],:,trigger 405802,,,,
409048,[0],:,trigger 408202,,,,
409067,[19],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_3.BMP 409067,,,,
409567,[500],:,image croix 409567,,,,
414134,[4567],:,trigger 410603,,,,
414134,[0],:,trigger 413003,,,,
414169,[35],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_4.BMP 414169,,,,
414669,[500],:,image croix 414669,,,,
418136,[3467],:,bouton_1 187,,,,
418136,[0],:,trigger 415403,,,,
418136,[0],:,trigger 417802,,,,
418170,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_9.BMP 418170,,,,
418671,[501],:,image croix 418670,,,,
423137,[4466],:,bouton_1 243,,,,
423137,[0],:,trigger 420202,,,,
423137,[0],:,trigger 422602,,,,
423172,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_9.BMP 423172,,,,
423673,[501],:,image croix 423673,,,,
428640,[4967],:,bouton_1 340,,,,
428640,[0],:,trigger 425003,,,,
428640,[0],:,trigger 427398,,,,
428675,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_4.BMP 428675,,,,
429175,[500],:,image croix 429175,,,,
434042,[4867],:,bouton_1 244,,,,
434042,[0],:,trigger 429803,,,,
434042,[0],:,trigger 432203,,,,
434076,[34],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_1.BMP 434076,,,,
434577,[501],:,image croix 434577,,,,
438844,[4267],:,trigger 434603,,,,
438844,[0],:,bouton_1 309,,,,
438844,[0],:,trigger 437003,,,,
438879,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_2.BMP 438879,,,,
439379,[500],:,image croix 439379,,,,
442646,[3267],:,trigger 439404,,,,
442646,[0],:,trigger 441803,,,,
442680,[34],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_8.BMP 442680,,,,
443181,[501],:,image croix 443181,,,,
447648,[4467],:,trigger 444203,,,,
447648,[0],:,trigger 446603,,,,
447683,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_5.BMP 447682,,,,
448183,[500],:,image croix 448183,,,,
451850,[3667],:,bouton_1 646,,,,
451850,[0],:,trigger 449003,,,,
451850,[0],:,trigger 451403,,,,
451884,[34],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_9.BMP 451884,,,,
452384,[500],:,image croix 452384,,,,
457451,[5067],:,trigger 453803,,,,
457451,[0],:,trigger 456202,,,,
457487,[36],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_2.BMP 457487,,,,
457987,[500],:,image croix 457987,,,,
461154,[3167],:,bouton_1 214,,,,
461154,[0],:,trigger 458603,,,,
461154,[0],:,trigger 461003,,,,
461188,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_3.BMP 461188,,,,
461688,[500],:,image croix 461688,,,,
467255,[5567],:,bouton_1 356,,,,
467255,[0],:,trigger 463403,,,,
467255,[0],:,trigger 465803,,,,
