run,trial,global time,run time,morph level,couple,response,response time
1,1,774564,722,75,4,1,3045
1,2,779666,5824,45,4,0,
1,3,784367,10525,5,3,0,
1,4,789170,15328,35,1,0,
1,5,794455,20613,15,4,0,
1,6,799340,25498,75,6,1,764
1,7,802842,29000,45,8,0,
1,8,808744,34902,35,3,0,
1,9,817548,43706,55,3,0,
1,10,822350,48508,85,5,1,905
1,11,827252,53410,85,1,1,4178
1,12,836356,62514,5,9,0,
1,13,842742,68900,5,6,0,
1,14,846643,72801,95,7,1,1208
1,15,855630,81788,95,6,1,990
1,16,862033,88191,55,1,1,1738
1,17,865333,91491,35,2,0,
1,18,871720,97878,75,3,1,942
1,19,876322,102480,35,8,0,
1,20,880223,106381,95,4,1,975
1,21,885925,112083,95,3,1,966
1,22,890027,116185,15,1,0,
1,23,894729,120887,15,9,0,
1,24,899414,125572,35,9,0,
1,25,904999,131157,55,6,0,
1,26,909902,136060,25,7,0,
1,27,914804,140962,25,6,0,
1,28,923290,149448,85,3,1,841
1,29,929093,155251,15,6,0,
1,30,933494,159652,65,6,0,
1,31,938496,164654,55,8,0,
1,32,942782,168940,95,9,1,878
1,33,948584,174742,5,4,0,
1,34,952969,179127,25,1,0,
1,35,956271,182429,45,1,0,
1,36,962673,188831,65,1,1,1921
1,37,970676,196834,35,6,0,
1,38,975578,201736,5,2,0,
1,39,981064,207222,25,3,0,
1,40,986165,212323,65,4,0,
1,41,990184,216342,55,9,1,1015
1,42,995186,221344,85,9,1,1118
1,43,1000688,226846,85,4,1,2387
1,44,1006090,232248,95,1,1,929
1,45,1010892,237050,45,2,0,
1,46,1014694,240852,25,8,0,
1,47,1019696,245854,45,5,0,
1,48,1023898,250056,45,9,0,
1,49,1029483,255641,85,2,1,856
1,50,1033185,259343,65,3,1,882
1,51,1039287,265445,75,2,1,1107
1,52,1043189,269347,55,5,0,
1,53,1048674,274832,95,8,1,930
1,54,1052276,278434,95,2,1,929
1,55,1057978,284136,45,3,0,
1,56,1063080,289238,35,7,0,
1,57,1066682,292840,5,8,0,
1,58,1076669,302827,45,7,0,
1,59,1081671,307829,5,7,0,
1,60,1091258,317416,35,5,0,
1,61,1095659,321817,75,5,1,1313
1,62,1100562,326720,85,6,1,1183
1,63,1106264,332422,65,5,0,
1,64,1110966,337124,55,4,0,
1,65,1115751,341909,95,5,1,962
1,66,1120953,347111,65,2,1,1023
1,67,1125155,351313,65,8,0,
1,68,1130057,356215,25,9,0,
1,69,1134542,360700,55,7,0,
1,70,1139928,366086,35,4,0,
1,71,1143529,369687,55,2,0,
1,72,1149232,375390,75,1,1,903
1,73,1152933,379091,55,6,0,
1,74,1159719,385877,15,2,0,
1,75,1164221,390379,45,6,0,
1,76,1167422,393580,85,8,1,1002
1,77,1173025,399183,65,7,1,1922
1,78,1177026,403184,35,5,0,
1,79,1188214,414372,25,5,0,
1,80,1192799,418957,85,7,1,899
1,81,1197301,423459,25,4,0,
1,82,1201002,427160,15,7,0,
1,83,1206588,432746,95,5,1,999
1,84,1211990,438148,5,1,0,
1,85,1215492,441650,5,5,0,
1,86,1220393,446551,75,7,1,957
1,87,1226495,452653,75,8,1,1052
1,88,1230097,456255,95,2,1,1095
1,89,1235099,461257,5,4,0,
1,90,1240885,467043,15,5,0,
1,91,1244687,470845,65,9,1,880
2,1,1352413,1332,35,7,0,
2,2,1357415,6334,5,9,0,
2,3,1361917,10836,55,7,0,
2,4,1370321,19240,15,3,0,
2,5,1376706,25625,25,2,0,
2,6,1381892,30811,45,6,0,
2,7,1386394,35313,35,6,0,
2,8,1391396,40315,85,2,1,902
2,9,1395897,44816,65,1,1,1080
2,10,1405384,54303,25,3,0,
2,11,1409586,58505,15,8,0,
2,12,1414572,63491,45,3,1,1382
2,13,1418973,67892,25,8,0,
2,14,1423975,72894,25,9,0,
2,15,1429577,78496,5,5,0,
2,16,1433078,81997,5,8,0,
2,17,1437580,86499,75,9,1,931
2,18,1444183,93102,65,7,1,1040
2,19,1448986,97905,35,9,0,
2,20,1451987,100906,35,4,0,
2,21,1458573,107492,65,2,1,891
2,22,1461974,110893,15,4,0,
2,23,1467276,116195,85,3,1,893
2,24,1471577,120496,85,9,1,893
2,25,1477781,126700,75,1,1,861
2,26,1481381,130300,35,1,0,
2,27,1486284,135203,45,9,0,
2,28,1490686,139605,85,5,1,1971
2,29,1496688,145607,35,2,0,
2,30,1500890,149809,55,2,0,
2,31,1505192,154111,45,5,0,
2,32,1509893,158812,45,4,0,
2,33,1519697,168616,15,7,0,
2,34,1524999,173918,65,4,0,
2,35,1529401,178320,15,3,0,
2,36,1533702,182621,95,3,1,548
2,37,1538704,187623,75,2,1,845
2,38,1545007,193926,5,1,0,
2,39,1549209,198128,5,7,1,1047
2,40,1554111,203030,95,7,1,869
2,41,1558412,207331,95,1,1,524
2,42,1564215,213134,95,8,1,760
2,43,1567516,216435,95,4,1,515
2,44,1573219,222138,45,7,0,
2,45,1582823,231742,85,6,1,1077
2,46,1587924,236843,55,8,0,
2,47,1592126,241045,15,1,0,
2,48,1597911,246830,15,5,0,
2,49,1601814,250733,35,3,0,
2,50,1605515,254434,65,5,0,
2,51,1610300,259219,85,1,1,828
2,52,1615202,264121,95,9,1,886
2,53,1629692,278611,45,8,0,
2,54,1635093,284012,95,6,1,1563
2,55,1639696,288615,5,6,0,
2,56,1645881,294800,75,5,1,1133
