run,trial,global time,run time,morph level,couple,response,response time
1,1,1623950,1024,15,6,0,
1,2,1629918,6992,95,4,0,
1,3,1634804,11878,75,1,0,
1,4,1638222,15296,5,6,0,
1,5,1642624,19698,45,2,0,
1,6,1647826,24900,55,8,0,
1,7,1652294,29368,25,3,0,
1,8,1657780,34854,35,4,1,1563
1,9,1663482,40556,85,6,0,
1,10,1667883,44957,55,1,0,
1,11,1673019,50093,75,4,0,
1,12,1677554,54628,65,9,0,
1,13,1681756,58830,45,8,1,908
1,14,1686358,63432,45,1,1,1263
1,15,1690827,67901,15,7,0,
1,16,1696712,73786,95,5,1,1198
1,17,1702114,79188,45,9,0,
1,18,1712002,89076,95,1,0,
1,19,1716086,93160,25,8,0,
1,20,1720905,97979,5,5,0,
1,21,1726307,103381,55,9,1,583
1,22,1730509,107583,55,6,0,
1,23,1735978,113052,35,1,0,
1,24,1741063,118137,65,2,0,
1,25,1744931,122005,65,5,1,715
1,26,1749216,126290,35,3,0,
1,27,1754051,131125,5,4,0,
1,28,1759070,136144,95,7,0,
1,29,1763472,140546,85,8,0,
1,30,1769975,147049,85,9,0,
1,31,1774093,151167,75,5,1,780
1,32,1778245,155319,95,8,0,
1,33,1783914,160988,25,2,0,
1,34,1788166,165240,65,6,0,
1,35,1792668,169742,45,4,0,
1,36,1797269,174343,85,1,0,
1,37,1803656,180730,65,1,0,
1,38,1807839,184913,65,3,0,
1,39,1818260,195334,5,3,0,
1,40,1822679,199753,5,2,0,
1,41,1827865,204939,95,2,0,
1,42,1832700,209774,35,2,0,
1,43,1836702,213776,55,2,0,
1,44,1851424,228498,95,6,0,
1,45,1855626,232700,55,5,0,
1,46,1860661,237735,25,4,0,
1,47,1866530,243604,95,9,0,
1,48,1870131,247205,45,3,0,
1,49,1875834,252908,55,7,0,
1,50,1881220,258294,15,3,0,
1,51,1885871,262945,5,8,0,
1,52,1890473,267547,85,7,0,
1,53,1894474,271548,55,3,0,
1,54,1899476,276550,55,4,0,
1,55,1904579,281653,45,7,0,
1,56,1908914,285988,35,6,0,
1,57,1913999,291073,35,7,0,
1,58,1918001,295075,85,3,0,
1,59,1924370,301444,15,8,0,
1,60,1927988,305062,75,6,0,
1,61,1933457,310531,25,9,0,
1,62,1938025,315099,25,6,0,
1,63,1943494,320568,25,5,0,
1,64,1948896,325970,45,5,1,2824
1,65,1952498,329572,55,1,0,
1,66,1958000,335074,85,5,0,
1,67,1963136,340210,65,8,0,
1,68,1966503,343577,15,5,0,
1,69,1972706,349780,85,4,0,
1,70,1982259,359333,25,7,0,
1,71,1987645,364719,5,7,0,
1,72,1991096,368170,95,3,0,
1,73,1996850,373924,15,1,0,
1,74,2001951,379025,55,6,0,
1,75,2005352,382426,55,7,0,
1,76,2011221,388295,5,1,0,
1,77,2015623,392697,45,6,0,
1,78,2020325,397399,75,8,0,
1,79,2026094,403168,75,2,0,
1,80,2035714,412788,35,5,0,
1,81,2039250,416324,5,9,0,
1,82,2044434,421508,35,8,0,
1,83,2048835,425909,45,7,0,
1,84,2053721,430795,45,3,0,
1,85,2058806,435880,25,1,0,
1,86,2064609,441683,85,2,0,
1,87,2068110,445184,95,2,0,
1,88,2072896,449970,5,9,0,
1,89,2079098,456172,75,7,0,
1,90,2082699,459773,75,9,0,
1,91,2088286,465360,65,7,0,
1,92,2093387,470461,5,6,0,
1,93,2097339,474413,15,9,0,
2,1,2290600,1650,25,5,0,
2,2,2294801,5851,45,6,1,850
2,3,2299904,10954,85,3,0,
2,4,2304405,15455,55,4,0,
2,5,2309007,20057,45,4,1,1052
2,6,2319412,30462,95,7,0,
2,7,2324614,35664,25,2,0,
2,8,2329183,40233,35,9,1,876
2,9,2334168,45218,15,2,1,2777
2,10,2338919,49969,65,4,1,704
2,11,2342720,53770,75,3,1,3823
2,12,2348523,59573,85,1,0,
2,13,2353125,64175,95,1,0,
2,14,2356627,67677,35,6,0,
2,15,2361528,72578,35,9,0,
2,16,2371098,82148,15,4,0,
2,17,2376901,87951,55,8,0,
2,18,2382386,93436,15,4,0,
2,19,2391390,102440,55,2,1,592
2,20,2395591,106641,75,2,0,
2,21,2400877,111927,55,5,0,
2,22,2406379,117429,75,1,0,
2,23,2409981,121031,65,2,0,
2,24,2414983,126033,45,9,0,
2,25,2419885,130935,5,8,1,565
2,26,2425287,136337,5,5,0,
2,27,2430389,141439,95,4,1,904
2,28,2435191,146241,65,7,0,
2,29,2438392,149442,5,2,0,
2,30,2443194,154244,25,9,1,581
2,31,2448596,159646,55,3,0,
2,32,2453598,164648,75,5,1,987
2,33,2459084,170134,85,9,0,
2,34,2463185,174235,15,1,0,
2,35,2468288,179338,15,6,0,
2,36,2473690,184740,55,9,1,617
2,37,2478391,189441,25,7,1,511
2,38,2481593,192643,45,5,1,1044
2,39,2487996,199046,95,5,0,
2,40,2492698,203748,35,3,0,
2,41,2497199,208249,95,3,0,
2,42,2501701,212751,85,8,0,
2,43,2506103,217153,75,4,1,901
2,44,2510405,221455,35,4,0,
2,45,2515407,226457,45,1,0,
2,46,2521409,232459,55,1,0,
2,47,2525611,236661,15,5,0,
2,48,2529612,240662,65,5,0,
2,49,2536098,247148,35,2,0,
2,50,2540683,251733,5,4,0,
2,51,2544285,255335,25,8,1,630
2,52,2548886,259936,5,3,0,
2,53,2555373,266423,5,1,1,656
2,54,2559074,270124,85,4,1,916
2,55,2564676,275726,25,3,0,
2,56,2567778,278828,95,8,1,1335
2,57,2572780,283830,55,7,0,
2,58,2583684,294734,65,3,1,682
2,59,2587385,298435,45,2,0,
2,60,2591970,303020,15,9,1,659
2,61,2598373,309423,5,7,1,862
2,62,2602375,313425,15,8,1,796
2,63,2607277,318327,15,7,1,596
2,64,2612979,324029,55,4,0,
2,65,2617481,328531,85,2,0,
2,66,2621783,332833,65,6,0,
2,67,2625584,336634,5,3,0,
2,68,2630486,341536,5,1,1,622
2,69,2635087,346137,45,8,1,633
2,70,2641291,352341,75,7,1,1237
2,71,2646592,357642,85,6,0,
2,72,2650093,361143,85,7,0,
2,73,2654896,365946,85,5,1,554
2,74,2659898,370948,5,6,0,
2,75,2664000,375050,45,7,0,
2,76,2669502,380552,35,7,0,
2,77,2674904,385954,35,8,1,615
2,78,2679406,390456,45,3,0,
2,79,2683307,394357,95,6,0,
2,80,2689092,400142,55,5,1,690
2,81,2694395,405445,45,1,0,
2,82,2698697,409747,5,2,0,
2,83,2703298,414348,25,1,0,
2,84,2707100,418150,55,8,1,653
2,85,2712602,423652,45,2,0,
2,86,2721505,432555,35,1,0,
2,87,2727492,438542,15,2,1,585
2,88,2731293,442343,95,9,0,
2,89,2736895,447945,65,8,0,
2,90,2741296,452346,25,4,0,
2,91,2747299,458349,25,6,0,
2,92,2751801,462851,65,4,0,
2,93,2756787,467837,65,9,1,747
2,94,2761088,472138,75,6,0,
3,1,2876585,1723,55,2,1,852
3,2,2879986,5124,5,4,0,
3,3,2886088,11226,45,9,1,948
3,4,2889589,14727,95,1,1,1360
3,5,2895892,21030,85,4,1,1051
3,6,2900494,25632,95,5,1,762
3,7,2904795,29933,65,1,1,530
3,8,2909097,34235,5,7,1,530
3,9,2914599,39737,25,1,1,912
3,10,2918801,43939,55,3,1,601
