run,trial,global time,run time,morph level,couple,response,response time
1,1,803644,1632,45,3,1,694
1,2,807146,5134,75,7,1,676
1,3,813148,11136,55,1,1,3263
1,4,818050,16038,55,6,0,
1,5,827754,25742,5,5,0,
1,6,831955,29943,75,4,1,923
1,7,837457,35445,35,6,0,
1,8,840859,38847,75,1,1,610
1,9,847262,45250,5,1,0,
1,10,850563,48551,5,3,0,
1,11,855165,53153,45,9,0,
1,12,860851,58839,65,2,1,1034
1,13,864552,62540,95,5,1,799
1,14,870954,68942,85,6,1,758
1,15,875256,73244,45,8,0,
1,16,879658,77646,45,2,0,
1,17,884861,82849,35,9,0,
1,18,890063,88051,35,8,0,
1,19,894064,92052,15,2,0,
1,20,904868,102856,55,4,1,800
1,21,908753,106741,15,5,0,
1,22,914356,112344,15,4,0,
1,23,917957,115945,95,8,1,674
1,24,923759,121747,95,4,1,627
1,25,928261,126249,55,2,0,
1,26,931863,129851,15,3,0,
1,27,937364,135352,95,9,1,663
1,28,941567,139555,65,3,1,798
1,29,947669,145657,55,5,0,
1,30,951870,149858,55,7,1,661
1,31,957373,155361,5,4,0,
1,32,960574,158562,45,7,1,673
1,33,966677,164665,25,6,0,
1,34,971078,169066,65,4,1,706
1,35,975680,173668,75,2,1,833
1,36,980382,178370,15,1,0,
1,37,985068,183056,25,9,0,
1,38,989969,187957,25,3,0,
1,39,994471,192459,85,1,1,691
1,40,1005476,203464,75,5,1,655
1,41,1008576,206564,15,9,0,
1,42,1014763,212751,25,1,0,
1,43,1018664,216652,45,1,0,
1,44,1024550,222538,75,9,1,625
1,45,1027852,225840,85,2,1,890
1,46,1033053,231041,25,2,0,
1,47,1043340,241328,95,1,1,688
1,48,1047041,245029,85,4,1,666
1,49,1053045,251033,65,7,1,591
1,50,1057847,255835,65,1,1,583
1,51,1062649,260637,95,6,1,607
1,52,1067351,265339,5,7,0,
1,53,1071853,269841,85,9,1,709
1,54,1076454,274442,75,6,1,777
1,55,1080456,278444,5,8,0,
1,56,1086041,284029,5,2,0,
1,57,1090626,288614,65,6,1,758
1,58,1096329,294317,85,5,1,632
1,59,1100631,298619,95,7,1,567
1,60,1105433,303421,75,3,1,679
1,61,1109534,307522,35,7,0,
1,62,1114419,312407,25,4,1,1992
1,63,1119822,317810,5,6,0,
1,64,1125207,323195,95,2,1,657
1,65,1129309,327297,45,6,0,
1,66,1143515,341503,55,8,1,1729
1,67,1148017,346005,55,9,1,582
1,68,1152618,350606,5,9,0,
1,69,1157620,355608,85,3,1,700
1,70,1162922,360910,55,3,1,812
1,71,1168525,366513,15,8,0,
1,72,1172226,370214,35,1,0,
1,73,1177029,375017,35,2,0,
1,74,1181430,379418,35,5,1,2183
1,75,1187433,385421,75,8,1,976
1,76,1196036,394024,15,6,0,
1,77,1202239,400227,45,4,0,
1,78,1206740,404728,95,3,1,663
1,79,1210142,408130,65,9,1,639
1,80,1216445,414433,25,8,0,
