run,trial,global time,run time,morph level,couple,response,response time
1,1,628972,221,15,7,0,
1,2,635074,6323,95,5,1,694
1,3,640276,11525,75,8,1,696
1,4,644077,15326,5,4,0,
1,5,649079,20328,45,8,1,1946
1,6,654198,25447,55,3,0,
1,7,658800,30049,25,1,0,
1,8,663302,34551,35,3,1,2398
1,9,668704,39953,85,4,1,911
1,10,672322,43571,55,9,1,2888
1,11,677941,49190,75,3,1,1787
1,12,682543,53792,65,1,1,2346
1,13,687144,58393,45,9,0,
1,14,692146,63395,45,2,1,2192
1,15,696448,67697,15,1,0,
1,16,702234,73483,95,9,1,915
1,17,706036,77285,45,6,0,
1,18,716140,87389,95,1,1,845
1,19,720742,91991,25,3,0,
1,20,726527,97776,5,5,0,
1,21,730629,101878,55,7,0,
1,22,736231,107480,55,5,1,2896
1,23,739732,110981,35,8,1,657
1,24,746035,117284,65,2,1,872
1,25,749436,120685,65,6,1,1045
1,26,755539,126788,35,4,0,
1,27,760141,131390,5,7,0,
1,28,764643,135892,95,3,1,1109
1,29,768644,139893,85,6,1,1270
1,30,773347,144596,85,3,1,1131
1,31,778648,149897,75,6,1,974
1,32,782650,153899,95,7,1,1014
1,33,788852,160101,25,5,1,2959
1,34,793755,165004,65,9,1,1195
1,35,798856,170105,45,1,0,
1,36,802941,174190,85,7,1,856
1,37,807443,178692,65,5,1,1705
1,38,811745,182994,65,4,1,2722
1,39,821249,192498,5,6,0,
1,40,825935,197184,5,9,0,
1,41,830736,201985,95,4,1,978
1,42,836238,207487,35,6,1,2418
1,43,841940,213189,55,6,1,1928
1,44,855746,226995,95,2,1,996
1,45,861249,232498,55,4,0,
1,46,865950,237199,25,7,0,
1,47,870652,241901,95,6,1,866
1,48,875254,246503,45,3,0,
1,49,880456,251705,55,8,1,987
1,50,884357,255606,15,5,0,
1,51,889060,260309,5,2,0,
1,52,894162,265411,85,2,1,808
1,53,898264,269513,55,2,1,1096
1,54,903165,274414,55,1,0,
1,55,908567,279816,45,7,0,
1,56,913352,284601,35,9,0,
1,57,918238,289487,35,7,0,
1,58,922740,293989,85,5,1,1001
1,59,926941,298190,15,3,0,
1,60,931327,302576,75,9,1,924
1,61,936929,308178,25,2,0,
1,62,941431,312680,25,6,0,
1,63,946733,317982,25,9,0,
1,64,951118,322367,45,4,0,
1,65,955603,326852,55,8,1,967
1,66,960405,331654,85,9,1,1232
1,67,966407,337656,65,7,0,
1,68,969709,340958,15,2,0,
1,69,974995,346244,85,1,1,669
1,70,984799,356048,25,4,0,
1,71,989500,360749,5,3,0,
1,72,995402,366651,95,8,1,955
1,73,999204,370453,15,6,0,
1,74,1003489,374738,55,3,0,
1,75,1009175,380424,55,2,1,1047
1,76,1014177,385426,5,1,0,
1,77,1018978,390227,45,5,1,1671
1,78,1023781,395030,75,7,1,1022
1,79,1028583,399832,75,2,1,658
1,80,1038287,409536,35,1,0,
1,81,1042288,413537,5,8,0,
1,82,1046990,418239,35,2,0,
1,83,1052676,423925,45,8,1,892
1,84,1056077,427326,45,7,0,
1,85,1061263,432512,25,8,1,844
1,86,1066465,437714,85,8,1,851
1,87,1071267,442516,95,1,1,885
1,88,1076768,448017,5,7,0,
1,89,1081571,452820,75,5,1,888
1,90,1086272,457521,75,4,1,887
1,91,1090774,462023,65,3,0,
1,92,1094977,466226,5,8,0,
1,93,1099678,470927,15,9,0,
1,94,1099678,470927,15,9,0,
2,1,1198535,130,75,1,1,920
2,2,1204437,6032,95,4,1,597
2,3,1209939,11534,55,9,0,
2,4,1213541,15136,45,3,1,4036
2,5,1219543,21138,45,4,0,
2,6,1223945,25540,45,9,0,
2,7,1228947,30542,75,9,0,
2,8,1236950,38545,95,5,1,718
2,9,1242553,44148,85,2,1,676
2,10,1247854,49449,95,9,1,776
2,11,1251557,53152,55,6,0,
2,12,1256458,58053,85,8,1,512
2,13,1261360,62955,35,5,0,
2,14,1266445,68040,25,6,0,
2,15,1272031,73626,25,1,0,
2,16,1276533,78128,85,6,1,891
2,17,1281835,83430,45,5,0,
2,18,1286436,88031,55,7,0,
2,19,1291239,92834,55,5,0,
2,20,1294841,96436,95,8,1,622
2,21,1300343,101938,55,4,0,
2,22,1304444,106039,35,1,0,
2,23,1309646,111241,15,4,0,
2,24,1315148,116743,75,3,1,1068
2,25,1320150,121745,65,8,1,617
2,26,1324152,125747,5,6,0,
2,27,1329638,131233,85,3,1,661
2,28,1333140,134735,35,6,0,
2,29,1339441,141036,95,6,1,971
2,30,1342843,144438,45,1,0,
2,31,1348645,150240,95,7,1,854
2,32,1353947,155542,35,8,1,825
2,33,1358550,160145,35,3,0,
2,34,1362351,163946,65,7,0,
2,35,1376240,177835,15,8,0,
2,36,1380941,182536,5,5,0,
2,37,1386327,187922,25,5,0,
2,38,1390429,192024,25,7,0,
2,39,1395814,197409,5,1,1,4163
2,40,1400816,202411,35,5,1,1517
2,41,1406719,208314,75,7,1,883
2,42,1411121,212716,85,7,1,3257
2,43,1415223,216818,5,2,0,
2,44,1421024,222619,5,4,0,
2,45,1424226,225821,5,3,0,
2,46,1430728,232323,5,9,0,
2,47,1440199,241794,85,5,1,956
2,48,1443700,245295,15,3,0,
2,49,1448503,250098,15,9,0,
2,50,1452804,254399,35,4,0,
2,51,1458906,260501,75,5,1,1020
2,52,1463809,265404,45,2,1,1013
2,53,1468110,269705,5,9,0,
2,54,1472312,273907,55,1,1,785
2,55,1477014,278609,75,8,1,1174
2,56,1482916,284511,35,9,1,2332
2,57,1487818,289413,65,8,1,812
2,58,1493020,294615,95,3,1,894
2,59,1497422,299017,25,9,0,
2,60,1501924,303519,15,2,0,
2,61,1506025,307620,85,1,1,868
2,62,1512228,313823,65,6,1,921
2,63,1516730,318325,85,4,1,1114
2,64,1521032,322627,85,9,1,803
2,65,1531019,332614,25,8,1,978
2,66,1534921,336516,35,2,1,1018
2,67,1540223,341818,85,7,1,583
2,68,1544625,346220,45,6,0,
2,69,1550127,351722,25,4,0,
2,70,1554228,355823,15,4,0,
2,71,1559214,360809,35,7,0,
2,72,1563615,365210,15,1,0,
2,73,1568117,369712,65,9,1,552
2,74,1572919,374514,55,7,0,
2,75,1578521,380116,35,1,0,
2,76,1582507,384102,45,9,0,
2,77,1589192,390787,15,5,1,802
2,78,1597179,398774,65,2,1,582
2,79,1601881,403476,95,2,1,661
2,80,1608084,409679,65,3,1,1096
2,81,1612386,413981,65,4,1,630
2,82,1617588,419183,75,1,1,564
2,83,1622789,424384,85,9,1,539
2,84,1627091,428686,45,6,0,
2,85,1635694,437289,5,4,0,
2,86,1640297,441892,65,1,1,525
2,87,1645599,447194,5,1,0,
2,88,1650701,452296,35,6,0,
2,89,1654702,456297,5,7,0,
2,90,1659788,461383,55,6,1,1374
2,91,1665190,466785,65,5,1,1087
2,92,1669592,471187,95,2,1,689
2,93,1669592,471187,95,2,0,
3,1,1791491,1131,65,7,1,2026
3,2,1795393,5033,75,6,1,903
3,3,1801295,10935,45,8,1,1084
3,4,1804896,14536,25,2,1,1041
3,5,1809698,19338,15,6,1,1096
3,6,1815301,24941,15,7,1,1067
3,7,1820602,30242,35,5,0,
3,8,1824204,33844,95,4,1,1054
3,9,1830307,39947,5,6,1,829
3,10,1833708,43348,55,5,1,984
3,11,1838610,48250,55,2,1,821
3,12,1844012,53652,85,6,1,727
3,13,1849414,59054,35,4,1,1773
3,14,1853116,62756,45,7,1,1766
3,15,1857617,67257,75,4,1,795
3,16,1867905,77545,35,9,0,
3,17,1872490,82130,5,8,1,633
3,18,1883095,92735,75,2,1,656
3,19,1886996,96636,95,6,1,638
3,20,1891398,101038,75,2,1,594
3,21,1897400,107040,55,3,0,
3,22,1902386,112026,75,9,1,650
3,23,1911374,121014,45,3,0,
3,24,1916975,126615,25,3,0,
3,25,1921177,130817,45,2,1,749
3,26,1925679,135319,15,8,1,1256
3,27,1930280,139920,85,2,1,666
3,28,1934782,144422,95,5,1,699
3,29,1940784,150424,85,1,1,569
3,30,1944086,153726,25,5,1,1683
3,31,1950688,160328,25,8,1,826
3,32,1955073,164713,65,5,1,921
3,33,1958775,168415,55,1,0,
3,34,1963477,173117,25,4,0,
3,35,1969864,179504,75,3,1,646
3,36,1973564,183204,45,4,0,
3,37,1977566,187206,95,1,1,570
3,38,1983068,192708,65,6,0,
3,39,1993772,203412,95,3,1,624
3,40,1997274,206914,35,3,0,
3,41,2003359,212999,35,8,1,533
3,42,2007262,216902,5,5,0,
3,43,2013063,222703,35,7,0,
3,44,2017165,226805,25,7,0,
3,45,2020967,230607,65,2,1,736
3,46,2031871,241511,55,8,1,744
3,47,2036573,246213,85,5,1,764
3,48,2040775,250415,5,3,0,
3,49,2046577,256217,45,1,0,
3,50,2051362,261002,95,7,1,959
3,51,2054464,264104,65,1,1,947
3,52,2060065,269705,35,2,1,2328
3,53,2064168,273808,5,2,1,2625
3,54,2069870,279510,55,4,1,2032
3,55,2075473,285113,65,9,1,952
