run,trial,global time,run time,morph level,couple,response,response time
1,1,420037,1246,45,7,1,3311
1,2,425040,6249,95,1,1,1577
1,3,429941,11150,55,3,0,
1,4,439645,20854,75,9,0,
1,5,442947,24156,75,7,0,
1,6,448649,29858,55,8,0,
1,7,454351,35560,95,7,1,896
1,8,458853,40062,15,6,0,
1,9,462055,43264,5,2,0,
1,10,467156,48365,65,8,1,1994
1,11,472659,53868,65,5,0,
1,12,476761,57970,35,5,0,
1,13,482763,63972,45,3,0,
1,14,490966,72175,65,4,0,
1,15,497351,78560,25,2,0,
1,16,506739,87948,45,8,0,
1,17,515826,97035,15,8,0,
1,18,520227,101436,85,6,0,
1,19,525430,106639,5,1,0,
1,20,530516,111725,25,3,0,
1,21,535417,116626,25,9,0,
1,22,539702,120911,85,9,1,808
1,23,543804,125013,55,2,1,990
1,24,549206,130415,35,2,1,1311
1,25,553308,134517,65,6,0,
1,26,559594,140803,25,5,0,
1,27,562995,144204,85,7,1,824
1,28,568697,149906,75,2,1,1253
1,29,574199,155408,5,9,0,
1,30,578601,159810,5,4,0,
1,31,582303,163512,95,9,1,693
1,32,593490,174699,95,2,1,624
1,33,596691,177900,15,1,0,
1,34,601694,182903,15,3,0,
1,35,606496,187705,95,3,1,843
1,36,611798,193007,95,5,0,
1,37,615699,196908,5,3,0,
1,38,626687,207896,45,5,0,
1,39,630889,212098,65,3,1,662
1,40,636191,217400,75,8,1,772
1,41,640692,221901,5,7,0,
1,42,644694,225903,65,1,0,
1,43,649479,230688,55,7,0,
1,44,654682,235891,45,4,0,
1,45,660484,241693,5,8,0,
1,46,665185,246394,5,6,0,
1,47,668587,249796,55,6,0,
1,48,674790,255999,15,7,0,
1,49,679992,261201,25,1,0,
1,50,689596,270805,75,4,0,
1,51,697599,278808,55,1,1,973
1,52,702701,283910,35,1,0,
1,53,708686,289895,95,6,0,
1,54,712088,293297,65,2,1,593
1,55,718391,299600,45,2,1,852
1,56,721492,302701,45,6,0,
1,57,727578,308787,35,4,0,
1,58,731579,312788,55,5,0,
1,59,737465,318674,85,5,0,
1,60,740666,321875,25,6,0,
1,61,747069,328278,15,9,1,482
1,62,751770,332979,5,5,0,
1,63,756456,337665,15,4,0,
1,64,761358,342567,35,7,0,
1,65,765960,347169,35,8,1,790
1,66,769762,350971,75,3,1,560
1,67,775363,356572,55,4,0,
1,68,780549,361758,75,6,0,
1,69,784450,365659,75,5,0,
1,70,790036,371245,75,1,1,665
1,71,794938,376147,85,4,0,
1,72,798140,379349,25,8,0,
1,73,804142,385351,45,9,0,
1,74,808643,389852,45,1,0,
1,75,813445,394654,85,3,1,631
1,76,817647,398856,15,2,1,923
